id,cent_x,cent_y
1,-93.99821666670,27.68672500000
2,-93.80065000000,27.68672500000
3,-93.60308333330,27.68672500000
4,-93.40551666670,27.68672500000
5,-93.20795000000,27.68672500000
6,-93.01038333330,27.68672500000
7,-92.81281666670,27.68672500000
8,-92.61525000000,27.68672500000
9,-92.41768333330,27.68672500000
10,-92.22011666670,27.68672500000
11,-92.02255000000,27.68672500000
12,-91.82498333330,27.68672500000
13,-91.62741666670,27.68672500000
14,-91.42985000000,27.68672500000
15,-91.23228333330,27.68672500000
16,-91.03471666670,27.68672500000
17,-90.83715000000,27.68672500000
18,-90.63958333330,27.68672500000
19,-90.44201666670,27.68672500000
20,-90.24445000000,27.68672500000
21,-90.04688333330,27.68672500000
22,-89.84931666670,27.68672500000
23,-89.65175000000,27.68672500000
24,-89.45418333330,27.68672500000
25,-89.25661666670,27.68672500000
26,-89.05905000000,27.68672500000
27,-88.86148333330,27.68672500000
28,-88.66391666670,27.68672500000
29,-88.46635000000,27.68672500000
30,-88.26878333330,27.68672500000
31,-93.99821666670,27.81817500000
32,-93.80065000000,27.81817500000
33,-93.60308333330,27.81817500000
34,-93.40551666670,27.81817500000
35,-93.20795000000,27.81817500000
36,-93.01038333330,27.81817500000
37,-92.81281666670,27.81817500000
38,-92.61525000000,27.81817500000
39,-92.41768333330,27.81817500000
40,-92.22011666670,27.81817500000
41,-92.02255000000,27.81817500000
42,-91.82498333330,27.81817500000
43,-91.62741666670,27.81817500000
44,-91.42985000000,27.81817500000
45,-91.23228333330,27.81817500000
46,-91.03471666670,27.81817500000
47,-90.83715000000,27.81817500000
48,-90.63958333330,27.81817500000
49,-90.44201666670,27.81817500000
50,-90.24445000000,27.81817500000
51,-90.04688333330,27.81817500000
52,-89.84931666670,27.81817500000
53,-89.65175000000,27.81817500000
54,-89.45418333330,27.81817500000
55,-89.25661666670,27.81817500000
56,-89.05905000000,27.81817500000
57,-88.86148333330,27.81817500000
58,-88.66391666670,27.81817500000
59,-88.46635000000,27.81817500000
60,-88.26878333330,27.81817500000
61,-93.99821666670,27.94962500000
62,-93.80065000000,27.94962500000
63,-93.60308333330,27.94962500000
64,-93.40551666670,27.94962500000
65,-93.20795000000,27.94962500000
66,-93.01038333330,27.94962500000
67,-92.81281666670,27.94962500000
68,-92.61525000000,27.94962500000
69,-92.41768333330,27.94962500000
70,-92.22011666670,27.94962500000
71,-92.02255000000,27.94962500000
72,-91.82498333330,27.94962500000
73,-91.62741666670,27.94962500000
74,-91.42985000000,27.94962500000
75,-91.23228333330,27.94962500000
76,-91.03471666670,27.94962500000
77,-90.83715000000,27.94962500000
78,-90.63958333330,27.94962500000
79,-90.44201666670,27.94962500000
80,-90.24445000000,27.94962500000
81,-90.04688333330,27.94962500000
82,-89.84931666670,27.94962500000
83,-89.65175000000,27.94962500000
84,-89.45418333330,27.94962500000
85,-89.25661666670,27.94962500000
86,-89.05905000000,27.94962500000
87,-88.86148333330,27.94962500000
88,-88.66391666670,27.94962500000
89,-88.46635000000,27.94962500000
90,-88.26878333330,27.94962500000
91,-93.99821666670,28.08107500000
92,-93.80065000000,28.08107500000
93,-93.60308333330,28.08107500000
94,-93.40551666670,28.08107500000
95,-93.20795000000,28.08107500000
96,-93.01038333330,28.08107500000
97,-92.81281666670,28.08107500000
98,-92.61525000000,28.08107500000
99,-92.41768333330,28.08107500000
100,-92.22011666670,28.08107500000
101,-92.02255000000,28.08107500000
102,-91.82498333330,28.08107500000
103,-91.62741666670,28.08107500000
104,-91.42985000000,28.08107500000
105,-91.23228333330,28.08107500000
106,-91.03471666670,28.08107500000
107,-90.83715000000,28.08107500000
