FID_1,Identifyin,Date,Time,a_Latitude,a_Longitud,FID_2,DECSLON,DECSLAT,DEPTH,Distance
1144,1174,6/30/2011,0.383402778,28.56306358000,-91.09516263000,110,-91.12800000000,28.57100000000,17.20000000000,0.03378283
1145,1175,6/30/2011,0.38349537,28.57101810000,-91.10751651000,110,-91.12800000000,28.57100000000,17.20000000000,0.02048350
1146,1176,6/30/2011,0.383923611,28.55687869000,-91.12180219000,110,-91.12800000000,28.57100000000,17.20000000000,0.01542155
1147,1177,6/30/2011,0.384039352,28.56044556000,-91.13276903000,110,-91.12800000000,28.57100000000,17.20000000000,0.01158188
1148,1178,6/30/2011,0.384328704,28.57196874000,-91.16057473000,110,-91.12800000000,28.57100000000,17.20000000000,0.03258913
1149,1179,6/30/2011,0.384513889,28.54638659000,-91.14995326000,110,-91.12800000000,28.57100000000,17.20000000000,0.03298129
1150,1180,6/30/2011,0.384733796,28.54224549000,-91.16182342000,110,-91.12800000000,28.57100000000,17.20000000000,0.04439421
1151,1181,6/30/2011,0.384895833,28.52855468000,-91.15692668000,110,-91.12800000000,28.57100000000,17.20000000000,0.05136495
1153,1183,6/30/2011,0.385277778,28.47588209000,-91.11688556000,110,-91.12800000000,28.57100000000,17.20000000000,0.09576506
88,121,6/25/2011,0.373263889,28.54866667000,-90.87838189000,111,-90.97500000000,28.60900000000,13.00000000000,0.11390860
89,122,6/25/2011,0.375138889,28.63270550000,-90.87329355000,111,-90.97500000000,28.60900000000,13.00000000000,0.10443253
467,463,6/27/2011,0.390300926,28.65966830000,-90.86937857000,111,-90.97500000000,28.60900000000,13.00000000000,0.11714591
468,464,6/27/2011,0.390752315,28.63861706000,-90.86986867000,111,-90.97500000000,28.60900000000,13.00000000000,0.10922347
469,465,6/27/2011,0.390960648,28.62918169000,-90.87127077000,111,-90.97500000000,28.60900000000,13.00000000000,0.10567428
470,466,6/27/2011,0.391238426,28.61585456000,-90.87043415000,111,-90.97500000000,28.60900000000,13.00000000000,0.10479028
471,467,6/27/2011,0.391377315,28.60983534000,-90.87060502000,111,-90.97500000000,28.60900000000,13.00000000000,0.10439832
472,468,6/27/2011,0.391643519,28.59686993000,-90.87129360000,111,-90.97500000000,28.60900000000,13.00000000000,0.10441339
473,469,6/27/2011,0.391782407,28.59049857000,-90.87240357000,111,-90.97500000000,28.60900000000,13.00000000000,0.10425128
474,470,6/27/2011,0.391944444,28.58285456000,-90.87263415000,111,-90.97500000000,28.60900000000,13.00000000000,0.10565203
475,471,6/27/2011,0.392025463,28.57944229000,-90.87242752000,111,-90.97500000000,28.60900000000,13.00000000000,0.10674630
476,472,6/27/2011,0.392118056,28.57520241000,-90.87273427000,111,-90.97500000000,28.60900000000,13.00000000000,0.10770588
477,473,6/27/2011,0.392766204,28.54538333000,-90.87286667000,111,-90.97500000000,28.60900000000,13.00000000000,0.12032580
1113,1141,6/30/2011,0.367800926,28.60106680000,-90.83337946000,111,-90.97500000000,28.60900000000,13.00000000000,0.14184256
1114,1142,6/30/2011,0.368414352,28.62384813000,-90.85194274000,111,-90.97500000000,28.60900000000,13.00000000000,0.12394981
1115,1143,6/30/2011,0.368645833,28.62921589000,-90.86262581000,111,-90.97500000000,28.60900000000,13.00000000000,0.11417811
1116,1144,6/30/2011,0.369675926,28.66367257000,-90.89776856000,111,-90.97500000000,28.60900000000,13.00000000000,0.09462444
1117,1145,6/30/2011,0.369895833,28.67064161000,-90.90547692000,111,-90.97500000000,28.60900000000,13.00000000000,0.09291473
1118,1146,6/30/2011,0.370104167,28.67915000000,-90.91096667000,111,-90.97500000000,28.60900000000,13.00000000000,0.09498047
1119,1147,6/30/2011,0.370358796,28.68659437000,-90.92007370000,111,-90.97500000000,28.60900000000,13.00000000000,0.09506726
1133,1163,6/30/2011,0.380821759,28.65707015000,-91.01257723000,111,-90.97500000000,28.60900000000,13.00000000000,0.06101465
1134,1164,6/30/2011,0.381458333,28.63380000000,-91.03295000000,111,-90.97500000000,28.60900000000,13.00000000000,0.06303366
1135,1165,6/30/2011,0.382106481,28.61249533000,-91.05488627000,111,-90.97500000000,28.60900000000,13.00000000000,0.07996270
99,133,6/25/2011,0.388819444,29.02951571000,-91.08704141000,113,-91.02600000000,28.73500000000,9.50000000000,0.30077493
100,134,6/25/2011,0.389155093,29.01215000000,-91.07251667000,113,-91.02600000000,28.73500000000,9.50000000000,0.28102655
101,135,6/25/2011,0.38994213,28.98133333000,-91.07976667000,113,-91.02600000000,28.73500000000,9.50000000000,0.25213283
102,136,6/25/2011,0.391041667,28.93143333000,-91.08811667000,113,-91.02600000000,28.73500000000,9.50000000000,0.20602071
103,137,6/25/2011,0.392465278,28.87151949000,-91.09586466000,113,-91.02600000000,28.73500000000,9.50000000000,0.15335789
104,138,6/25/2011,0.392662037,28.86296927000,-91.09477758000,113,-91.02600000000,28.73500000000,9.50000000000,0.14528073
105,139,6/25/2011,0.392881944,28.85400110000,-91.10080697000,113,-91.02600000000,28.73500000000,9.50000000000,0.14056082
106,140,6/25/2011,0.393101852,28.84442624000,-91.10181516000,113,-91.02600000000,28.73500000000,9.50000000000,0.13312415
107,141,6/25/2011,0.393587963,28.82274718000,-91.09873534000,113,-91.02600000000,28.73500000000,9.50000000000,0.11397367
108,142,6/25/2011,0.393726852,28.81666384000,-91.09928534000,113,-91.02600000000,28.73500000000,9.50000000000,0.10972568
109,143,6/25/2011,0.393796296,28.81348579000,-91.09966339000,113,-91.02600000000,28.73500000000,9.50000000000,0.10763974
110,144,6/25/2011,0.393981481,28.80558333000,-91.10141667000,113,-91.02600000000,28.73500000000,9.50000000000,0.10329415
111,145,6/25/2011,0.394548611,28.78103073000,-91.10472242000,113,-91.02600000000,28.73500000000,9.50000000000,0.09119237
112,146,6/25/2011,0.395902778,28.72230000000,-91.10908333000,113,-91.02600000000,28.73500000000,9.50000000000,0.08404838
177,519,6/27/2011,0.421550926,28.93494067000,-91.12016947000,113,-91.02600000000,28.73500000000,9.50000000000,0.22100715
184,520,6/27/2011,0.422233796,28.96388333000,-91.09711798000,113,-91.02600000000,28.73500000000,9.50000000000,0.23967759
521,518,6/27/2011,0.416689815,28.69487260000,-91.09016112000,113,-91.02600000000,28.73500000000,9.50000000000,0.07567600
522,521,6/27/2011,0.422986111,28.99481667000,-91.07290000000,113,-91.02600000000,28.73500000000,9.50000000000,0.26401574
523,522,6/27/2011,0.423125,29.00189003000,-91.09546128000,113,-91.02600000000,28.73500000000,9.50000000000,0.27578100
1120,1148,6/30/2011,0.370775463,28.70261226000,-90.93152887000,113,-91.02600000000,28.73500000000,9.50000000000,0.09986871
1121,1149,6/30/2011,0.370891204,28.70281070000,-90.93677742000,113,-91.02600000000,28.73500000000,9.50000000000,0.09485157
1122,1150,6/30/2011,0.370972222,28.70642500000,-90.98709167000,113,-91.02600000000,28.73500000000,9.50000000000,0.04827410
1123,1151,6/30/2011,0.37119213,28.70688614000,-90.95157531000,113,-91.02600000000,28.73500000000,9.50000000000,0.07955767
1124,1152,6/30/2011,0.371493056,28.70378363000,-90.96685227000,113,-91.02600000000,28.73500000000,9.50000000000,0.06687986
1125,1153,6/30/2011,0.371678241,28.70407215000,-90.97599095000,113,-91.02600000000,28.73500000000,9.50000000000,0.05879997
1126,1154,6/30/2011,0.371736111,28.70383555000,-90.97879380000,113,-91.02600000000,28.73500000000,9.50000000000,0.05656543
1127,1156,6/30/2011,0.3721875,28.70452581000,-91.00165514000,113,-91.02600000000,28.73500000000,9.50000000000,0.03900447
1128,1157,6/30/2011,0.3721875,28.70452581000,-91.00165514000,113,-91.02600000000,28.73500000000,9.50000000000,0.03900447
1129,1158,6/30/2011,0.372384259,28.70448120000,-91.01156667000,113,-91.02600000000,28.73500000000,9.50000000000,0.03375971
1130,1159,6/30/2011,0.372384259,28.70501980000,-91.01156667000,113,-91.02600000000,28.73500000000,9.50000000000,0.03327361
1131,1161,6/30/2011,0.373854167,28.70866667000,-91.08521667000,113,-91.02600000000,28.73500000000,9.50000000000,0.06480786
1132,1162,6/30/2011,0.374872685,28.72856798000,-91.04664342000,113,-91.02600000000,28.73500000000,9.50000000000,0.02162225
1465,1504,7/1/2011,0.340694444,28.98911667000,-91.12611667000,113,-91.02600000000,28.73500000000,9.50000000000,0.27312750
12,124,6/25/2011,0.3771875,28.72175727000,-90.85462253000,114,-90.87700000000,28.79400000000,11.00000000000,0.07562912
90,123,6/25/2011,0.377060185,28.71595385000,-90.86719034000,114,-90.87700000000,28.79400000000,11.00000000000,0.07866022
91,125,6/25/2011,0.377986111,28.75660000000,-90.86906667000,114,-90.87700000000,28.79400000000,11.00000000000,0.03823216
92,126,6/25/2011,0.378541667,28.78035746000,-90.87178950000,114,-90.87700000000,28.79400000000,11.00000000000,0.01460371
93,127,6/25/2011,0.379305556,28.81192441000,-90.87424189000,114,-90.87700000000,28.79400000000,11.00000000000,0.01813537
94,128,6/25/2011,0.381435185,28.90178333000,-90.87983333000,114,-90.87700000000,28.79400000000,11.00000000000,0.10782056
95,129,6/25/2011,0.382523148,28.94949226000,-90.87614235000,114,-90.87700000000,28.79400000000,11.00000000000,0.15549463
96,130,6/25/2011,0.38375,29.00014829000,-90.84976706000,114,-90.87700000000,28.79400000000,11.00000000000,0.20793930
97,131,6/25/2011,0.384641204,29.04042116000,-90.87391309000,114,-90.87700000000,28.79400000000,11.00000000000,0.24644049
459,452,6/27/2011,0.382118056,29.03175000000,-90.85876667000,114,-90.87700000000,28.79400000000,11.00000000000,0.23844814
461,454,6/27/2011,0.384756944,28.91196667000,-90.87236667000,114,-90.87700000000,28.79400000000,11.00000000000,0.11805763
462,455,6/27/2011,0.38599537,28.85558333000,-90.87113333000,114,-90.87700000000,28.79400000000,11.00000000000,0.06186214
463,456,6/27/2011,0.386122685,28.84957819000,-90.87299085000,114,-90.87700000000,28.79400000000,11.00000000000,0.05572260
464,457,6/27/2011,0.386608796,28.80738744000,-90.87081765000,114,-90.87700000000,28.79400000000,11.00000000000,0.01474602
465,459,6/27/2011,0.38693287,28.81321189000,-90.87168190000,114,-90.87700000000,28.79400000000,11.00000000000,0.01993436
466,462,6/27/2011,0.389560185,28.69334510000,-90.87022531000,114,-90.87700000000,28.79400000000,11.00000000000,0.10088263
1459,1498,7/1/2011,0.330324074,29.00053333000,-90.76345000000,114,-90.87700000000,28.79400000000,11.00000000000,0.23568967
1460,1499,7/1/2011,0.331747685,29.02570009000,-90.82871871000,114,-90.87700000000,28.79400000000,11.00000000000,0.23667703
1461,1500,7/1/2011,0.332627315,29.03606667000,-90.86973333000,114,-90.87700000000,28.79400000000,11.00000000000,0.24217572
1462,1501,7/1/2011,0.333553241,29.02482269000,-90.91395361000,114,-90.87700000000,28.79400000000,11.00000000000,0.23376202
1463,1502,7/1/2011,0.33412037,29.01989689000,-90.94204544000,114,-90.87700000000,28.79400000000,11.00000000000,0.23507512
1464,1503,7/1/2011,0.335555556,29.00840156000,-91.00951290000,114,-90.87700000000,28.79400000000,11.00000000000,0.25204701
74,107,6/25/2011,0.3559375,28.88728333000,-90.70305000000,115,-90.57900000000,28.83000000000,12.30000000000,0.13663741
452,437,6/27/2011,0.37337963,28.83331422000,-90.69703423000,115,-90.57900000000,28.83000000000,12.30000000000,0.11808075
453,438,6/27/2011,0.374305556,28.87472193000,-90.71154000000,115,-90.57900000000,28.83000000000,12.30000000000,0.13988175
454,439,6/27/2011,0.374895833,28.90421667000,-90.70511667000,115,-90.57900000000,28.83000000000,12.30000000000,0.14633362
10,72,6/25/2011,0.313240741,29.08217504000,-90.25031689000,116,-90.36500000000,28.90200000000,12.20000000000,0.21357729
11,74,6/25/2011,0.315104167,29.04934509000,-90.33184702000,116,-90.36500000000,28.90200000000,12.20000000000,0.15102879
16,75,6/25/2011,0.31681713,28.98281392000,-90.33063865000,116,-90.36500000000,28.90200000000,12.20000000000,0.08781567
17,77,6/25/2011,0.321342593,28.79053802000,-90.24414455000,116,-90.36500000000,28.90200000000,12.20000000000,0.16440746
46,73,6/25/2011,0.315046296,29.05065000000,-90.33110000000,116,-90.36500000000,28.90200000000,12.20000000000,0.15246650
47,76,6/25/2011,0.320358796,28.82563333000,-90.29536667000,116,-90.36500000000,28.90200000000,12.20000000000,0.10334732
145,399,6/27/2011,0.333402778,28.80467249000,-90.33496849000,116,-90.36500000000,28.90200000000,12.20000000000,0.10185547
211,36,6/24/2011,12:25:10,29.08293333000,-90.24830000000,116,-90.36500000000,28.90200000000,12.20000000000,0.21530388
212,37,6/24/2011,12:25:21,29.08485000000,-90.25785000000,116,-90.36500000000,28.90200000000,12.20000000000,0.21193217
213,38,6/24/2011,12:25:30,29.08655000000,-90.26451667000,116,-90.36500000000,28.90200000000,12.20000000000,0.21013234
214,39,6/24/2011,12:25:35,29.08728333000,-90.26756667000,116,-90.36500000000,28.90200000000,12.20000000000,0.20933983
215,40,6/24/2011,12:27:27,29.06218333000,-90.32031667000,116,-90.36500000000,28.90200000000,12.20000000000,0.16629882
420,400,6/27/2011,0.33474537,28.86989763000,-90.32863420000,116,-90.36500000000,28.90200000000,12.20000000000,0.04850808
421,401,6/27/2011,0.3371875,28.99048333000,-90.33521667000,116,-90.36500000000,28.90200000000,12.20000000000,0.09336138
422,402,6/27/2011,0.338078704,29.03401667000,-90.33640000000,116,-90.36500000000,28.90200000000,12.20000000000,0.13507909
1414,1448,7/1/2011,0.317696759,29.07555210000,-90.24096772000,116,-90.36500000000,28.90200000000,12.20000000000,0.21331746
1415,1450,7/1/2011,0.31787037,29.07620505000,-90.25198402000,116,-90.36500000000,28.90200000000,12.20000000000,0.20765358
1416,1451,7/1/2011,0.317997685,29.07621233000,-90.25911701000,116,-90.36500000000,28.90200000000,12.20000000000,0.20386550
1417,1452,7/1/2011,0.318101852,29.06741112000,-90.25948771000,116,-90.36500000000,28.90200000000,12.20000000000,0.19619807
1418,1453,7/1/2011,0.318252315,29.06618682000,-90.26671841000,116,-90.36500000000,28.90200000000,12.20000000000,0.19135460
1419,1454,7/1/2011,0.318298611,29.04793414000,-90.26054207000,116,-90.36500000000,28.90200000000,12.20000000000,0.17946652
1420,1455,7/1/2011,0.318472222,29.06673107000,-90.27973783000,116,-90.36500000000,28.90200000000,12.20000000000,0.18548844
1421,1456,7/1/2011,0.318622685,29.05262635000,-90.28081124000,116,-90.36500000000,28.90200000000,12.20000000000,0.17255737
1422,1457,7/1/2011,0.318622685,29.05262635000,-90.28081124000,116,-90.36500000000,28.90200000000,12.20000000000,0.17255737
1423,1458,7/1/2011,0.318657407,29.05534872000,-90.28452601000,116,-90.36500000000,28.90200000000,12.20000000000,0.17318168
1424,1459,7/1/2011,0.31875,29.05606146000,-90.29042839000,116,-90.36500000000,28.90200000000,12.20000000000,0.17116033
1425,1460,7/1/2011,0.3190625,29.04587472000,-90.30227147000,116,-90.36500000000,28.90200000000,12.20000000000,0.15695478
1426,1461,7/1/2011,0.319293981,29.04569687000,-90.31622692000,116,-90.36500000000,28.90200000000,12.20000000000,0.15174849
1427,1462,7/1/2011,0.319513889,29.02802086000,-90.31413344000,116,-90.36500000000,28.90200000000,12.20000000000,0.13589946
1428,1463,7/1/2011,0.319606481,29.02888068000,-90.32014405000,116,-90.36500000000,28.90200000000,12.20000000000,0.13457624
1429,1464,7/1/2011,0.319953704,29.01671667000,-90.33060000000,116,-90.36500000000,28.90200000000,12.20000000000,0.11976341
1430,1465,7/1/2011,0.320081019,29.02405015000,-90.34389031000,116,-90.36500000000,28.90200000000,12.20000000000,0.12386225
1431,1466,7/1/2011,0.32025463,29.02609909000,-90.35677503000,116,-90.36500000000,28.90200000000,12.20000000000,0.12437136
1432,1467,7/1/2011,0.320381944,29.01530766000,-90.35641613000,116,-90.36500000000,28.90200000000,12.20000000000,0.11363234
1434,1469,7/1/2011,0.320694444,29.00641517000,-90.36865862000,116,-90.36500000000,28.90200000000,12.20000000000,0.10447925
1439,1474,7/1/2011,0.322002315,28.96048333000,-90.41300000000,116,-90.36500000000,28.90200000000,12.20000000000,0.07565910
1440,1475,7/1/2011,0.322314815,28.95344237000,-90.42580449000,116,-90.36500000000,28.90200000000,12.20000000000,0.07964611
1441,1476,7/1/2011,0.322384259,28.95106640000,-90.42878215000,116,-90.36500000000,28.90200000000,12.20000000000,0.08047157
244,210,6/26/2011,0.344131944,30.24967580000,-88.35048165000,117,-88.34700000000,30.16900000000,7.90000000000,0.08075089
245,211,6/26/2011,0.344131944,30.23735548000,-88.35020164000,117,-88.34700000000,30.16900000000,7.90000000000,0.06843042
246,212,6/26/2011,0.344490741,30.21805816000,-88.36515061000,117,-88.34700000000,30.16900000000,7.90000000000,0.05230820
247,213,6/26/2011,0.345138889,30.19691667000,-88.37206667000,117,-88.34700000000,30.16900000000,7.90000000000,0.03751904
248,214,6/26/2011,0.345625,30.14705940000,-88.36382478000,118,-88.35300000000,30.14900000000,8.60000000000,0.01099735
249,215,6/26/2011,0.346319444,30.14440000000,-88.36268333000,118,-88.35300000000,30.14900000000,8.60000000000,0.01072040
250,218,6/26/2011,0.347986111,30.06721810000,-88.34748515000,120,-88.37700000000,30.13100000000,9.80000000000,0.07027985
251,219,6/26/2011,0.348321759,30.04875759000,-88.37036504000,120,-88.37700000000,30.13100000000,9.80000000000,0.08250962
252,220,6/26/2011,0.348553241,30.04126811000,-88.34741602000,120,-88.37700000000,30.13100000000,9.80000000000,0.09448293
253,221,6/26/2011,0.34869213,30.03537945000,-88.35161655000,120,-88.37700000000,30.13100000000,9.80000000000,0.09893235
254,222,6/26/2011,0.349930556,30.02316667000,-88.34761667000,120,-88.37700000000,30.13100000000,9.80000000000,0.11176496
233,193,6/26/2011,0.3346875,30.17664380000,-87.99834779000,122,-87.92900000000,30.12800000000,8.40000000000,0.08470735
234,195,6/26/2011,0.335891204,30.22678507000,-87.99348333000,122,-87.92900000000,30.12800000000,8.40000000000,0.11796860
235,196,6/26/2011,0.335949074,30.22893382000,-87.99446667000,122,-87.92900000000,30.12800000000,8.40000000000,0.12030595
227,187,6/26/2011,0.332384259,30.07539237000,-88.00198696000,123,-88.01200000000,30.09200000000,11.00000000000,0.01939264
228,188,6/26/2011,0.333298611,30.11620643000,-87.99997517000,123,-88.01200000000,30.09200000000,11.00000000000,0.02702865
229,189,6/26/2011,0.333506944,30.12553847000,-87.99997419000,123,-88.01200000000,30.09200000000,11.00000000000,0.03562933
230,190,6/26/2011,0.333703704,30.13420893000,-87.99872568000,123,-88.01200000000,30.09200000000,11.00000000000,0.04424705
231,191,6/26/2011,0.333761574,30.16817861000,-87.99662153000,123,-88.01200000000,30.09200000000,11.00000000000,0.07771537
232,192,6/26/2011,0.334016204,30.14820705000,-87.99969333000,123,-88.01200000000,30.09200000000,11.00000000000,0.05753857
768,791,6/29/2011,0.350358796,29.42856667000,-94.11296667000,212,-94.15400000000,29.49500000000,7.00000000000,0.07808407
769,792,6/29/2011,0.351909722,29.35353333000,-94.10915000000,214,-94.24300000000,29.32600000000,8.10000000000,0.13665250
774,797,6/29/2011,0.357835648,29.06468333000,-94.10883333000,215,-94.12600000000,29.07900000000,10.30000000000,0.02235311
775,798,6/29/2011,0.358240741,29.04473790000,-94.11118415000,216,-94.08500000000,29.04500000000,9.90000000000,0.02618546
776,799,6/29/2011,0.359027778,29.00613729000,-94.11192325000,216,-94.08500000000,29.04500000000,9.90000000000,0.04727760
777,800,6/29/2011,0.360891204,28.91742481000,-94.10487487000,216,-94.08500000000,29.04500000000,9.90000000000,0.12911406
802,827,6/29/2011,0.390416667,28.94150474000,-93.85172525000,218,-93.85300000000,28.98900000000,11.60000000000,0.04751236
803,828,6/29/2011,0.390821759,28.95955309000,-93.85439904000,218,-93.85300000000,28.98900000000,11.60000000000,0.02948013
804,829,6/29/2011,0.391041667,28.96885000000,-93.85190000000,218,-93.85300000000,28.98900000000,11.60000000000,0.02018000
805,830,6/29/2011,0.391539352,28.98322844000,-93.85947469000,218,-93.85300000000,28.98900000000,11.60000000000,0.00867367
806,831,6/29/2011,0.391898148,28.96613170000,-93.86377822000,218,-93.85300000000,28.98900000000,11.60000000000,0.02528100
807,832,6/29/2011,0.392071759,28.95837505000,-93.86374123000,218,-93.85300000000,28.98900000000,11.60000000000,0.03245399
808,833,6/29/2011,0.392210648,28.95431667000,-93.85870000000,218,-93.85300000000,28.98900000000,11.60000000000,0.03514859
809,834,6/29/2011,0.392372685,28.95418333000,-93.85146667000,218,-93.85300000000,28.98900000000,11.60000000000,0.03485042
810,835,6/29/2011,0.393043981,28.96398419000,-93.86114656000,218,-93.85300000000,28.98900000000,11.60000000000,0.02630888
811,836,6/29/2011,0.393483796,28.95293333000,-93.84798333000,218,-93.85300000000,28.98900000000,11.60000000000,0.03641389
812,837,6/29/2011,0.393796296,28.96371995000,-93.84382077000,218,-93.85300000000,28.98900000000,11.60000000000,0.02689497
813,838,6/29/2011,0.393877315,28.96829199000,-93.84319117000,218,-93.85300000000,28.98900000000,11.60000000000,0.02291364
814,839,6/29/2011,0.394560185,28.96536667000,-93.85568333000,218,-93.85300000000,28.98900000000,11.60000000000,0.02378517
815,840,6/29/2011,0.395104167,28.96230000000,-93.83758333000,218,-93.85300000000,28.98900000000,11.60000000000,0.03083121
816,841,6/29/2011,0.395289352,28.97118333000,-93.83676667000,218,-93.85300000000,28.98900000000,11.60000000000,0.02410300
817,842,6/29/2011,0.396064815,28.98365188000,-93.86241692000,218,-93.85300000000,28.98900000000,11.60000000000,0.01082962
818,843,6/29/2011,0.396597222,29.00470000000,-93.85588333000,218,-93.85300000000,28.98900000000,11.60000000000,0.01596257
793,817,6/29/2011,0.385428241,28.71887681000,-93.85600701000,219,-93.86800000000,28.78900000000,13.20000000000,0.07114136
794,818,6/29/2011,0.386354167,28.76101743000,-93.85729903000,219,-93.86800000000,28.78900000000,13.20000000000,0.02995889
795,819,6/29/2011,0.387002315,28.79038038000,-93.85842976000,219,-93.86800000000,28.78900000000,13.20000000000,0.00966928
796,820,6/29/2011,0.388113426,28.83923333000,-93.85501667000,219,-93.86800000000,28.78900000000,13.20000000000,0.05188405
780,803,6/29/2011,0.365358796,28.70218333000,-94.10472903000,221,-94.17900000000,28.61000000000,18.40000000000,0.11838050
781,804,6/29/2011,0.366238426,28.66045337000,-94.10329989000,221,-94.17900000000,28.61000000000,18.40000000000,0.09097279
782,805,6/29/2011,0.366643519,28.64024486000,-94.10384085000,221,-94.17900000000,28.61000000000,18.40000000000,0.08101635
785,809,6/29/2011,0.372824074,28.33743333000,-94.10036667000,223,-94.01500000000,28.25100000000,32.10000000000,0.12148329
786,810,6/29/2011,0.373460648,28.32233333000,-94.07725000000,223,-94.01500000000,28.25100000000,32.10000000000,0.09467580
881,904,6/29/2011,0.496527778,28.37348333000,-93.53086667000,231,-93.52400000000,28.39500000000,28.30000000000,0.02258580
876,899,6/29/2011,0.492384259,28.44680000000,-93.66148333000,232,-93.56700000000,28.40200000000,27.70000000000,0.10456644
877,900,6/29/2011,0.49375,28.39028333000,-93.66176667000,232,-93.56700000000,28.40200000000,27.70000000000,0.09548823
878,901,6/29/2011,0.49380787,28.38166667000,-93.63970000000,232,-93.56700000000,28.40200000000,27.70000000000,0.07548996
879,902,6/29/2011,0.494490741,28.37494828000,-93.61348684000,232,-93.56700000000,28.40200000000,27.70000000000,0.05378496
880,903,6/29/2011,0.495833333,28.35823700000,-93.56702746000,232,-93.56700000000,28.40200000000,27.70000000000,0.04376301
789,813,6/29/2011,0.378263889,28.39030000000,-93.85068333000,233,-93.87000000000,28.46900000000,24.20000000000,0.08103594
791,815,6/29/2011,0.38349537,28.63119083000,-93.85769850000,235,-93.92400000000,28.61800000000,17.80000000000,0.06760094
790,814,6/29/2011,0.382361111,28.58070000000,-93.85108333000,236,-93.78000000000,28.59300000000,18.60000000000,0.07213965
736,757,6/28/2011,0.450694444,28.49191667000,-93.49356667000,237,-93.50600000000,28.49600000000,23.50000000000,0.01308668
165,897,6/29/2011,0.488888889,28.61213220000,-93.66603238000,238,-93.68600000000,28.66000000000,16.80000000000,0.05186552
874,896,6/29/2011,0.486828704,28.69199484000,-93.65647700000,238,-93.68600000000,28.66000000000,16.80000000000,0.04353478
875,898,6/29/2011,0.490300926,28.53738012000,-93.66450844000,238,-93.68600000000,28.66000000000,16.80000000000,0.12448904
903,926,6/29/2011,0.511863426,28.97947410000,-93.42476147000,241,-93.46100000000,28.97600000000,12.50000000000,0.03640468
753,776,6/28/2011,0.46599537,29.05259604000,-93.17177325000,242,-93.26200000000,29.08400000000,11.70000000000,0.09553573
754,777,6/28/2011,0.466678241,29.08697044000,-93.16309740000,242,-93.26200000000,29.08400000000,11.70000000000,0.09894720
755,778,6/28/2011,0.466689815,29.08919180000,-93.16872732000,242,-93.26200000000,29.08400000000,11.70000000000,0.09341706
756,779,6/28/2011,0.466712963,29.10391804000,-93.16867336000,242,-93.26200000000,29.08400000000,11.70000000000,0.09542846
757,780,6/28/2011,0.46806713,29.15345924000,-93.15829048000,243,-93.27200000000,29.18700000000,10.10000000000,0.11855310
906,929,6/29/2011,0.515289352,29.11448333000,-93.40483333000,244,-93.36200000000,29.17100000000,10.00000000000,0.07091423
907,930,6/29/2011,0.516678241,29.17431667000,-93.40400000000,244,-93.36200000000,29.17100000000,10.00000000000,0.04213075
908,931,6/29/2011,0.518078704,29.24290000000,-93.40711667000,245,-93.36100000000,29.20600000000,9.00000000000,0.05906232
909,932,6/29/2011,0.518113426,29.25968333000,-93.40788333000,245,-93.36100000000,29.20600000000,9.00000000000,0.07127374
910,933,6/29/2011,0.518761574,29.26884807000,-93.40995629000,245,-93.36100000000,29.20600000000,9.00000000000,0.07966554
916,939,6/29/2011,0.52224537,29.42694246000,-93.40412041000,246,-93.48000000000,29.41300000000,7.40000000000,0.07714988
917,940,6/29/2011,0.522256944,29.42745327000,-93.42847125000,246,-93.48000000000,29.41300000000,7.40000000000,0.05351737
918,941,6/29/2011,0.522268519,29.43362027000,-93.42152251000,246,-93.48000000000,29.41300000000,7.40000000000,0.06200655
919,942,6/29/2011,0.522268519,29.43372055000,-93.41936655000,246,-93.48000000000,29.41300000000,7.40000000000,0.06407618
920,943,6/29/2011,0.522268519,29.43650000000,-93.40673333000,246,-93.48000000000,29.41300000000,7.40000000000,0.07694319
848,872,6/29/2011,0.47087963,29.40085000000,-93.64276667000,247,-93.50100000000,29.43900000000,7.10000000000,0.14681012
849,873,6/29/2011,0.47087963,29.39756667000,-93.64285000000,247,-93.50100000000,29.43900000000,7.10000000000,0.14777734
850,874,6/29/2011,0.471539352,29.38504257000,-93.62752186000,247,-93.50100000000,29.43900000000,7.10000000000,0.13754703
844,868,6/29/2011,0.420833333,29.51948333000,-93.64416667000,249,-93.63400000000,29.58600000000,6.70000000000,0.06728914
845,869,6/29/2011,0.468101852,29.52370000000,-93.63900000000,249,-93.63400000000,29.58600000000,6.70000000000,0.06250032
846,870,6/29/2011,0.468101852,29.52370000000,-93.63900000000,249,-93.63400000000,29.58600000000,6.70000000000,0.06250032
760,783,6/28/2011,0.475034722,29.50726753000,-93.13833970000,251,-93.15900000000,29.49000000000,7.50000000000,0.02692611
761,784,6/28/2011,0.475752315,29.55420000000,-93.14315000000,251,-93.15900000000,29.49000000000,7.50000000000,0.06612762
762,785,6/28/2011,0.477094907,29.59948333000,-93.13486667000,251,-93.15900000000,29.49000000000,7.50000000000,0.11211163
763,786,6/28/2011,0.477824074,29.65310000000,-93.11951667000,251,-93.15900000000,29.49000000000,7.50000000000,0.16781103
764,787,6/28/2011,0.480555556,29.75790000000,-93.12013333000,251,-93.15900000000,29.49000000000,7.50000000000,0.27070469
759,782,6/28/2011,0.472951389,29.40772245000,-93.13912568000,252,-93.09800000000,29.46300000000,7.80000000000,0.06889796
