a_lat,a_lon,Identifyin,Distance
28.54800000000,-93.18300000000,734,1.15735802
28.54800000000,-93.13300000000,733,1.13913465
28.54900000000,-92.24600000000,631,0.98444915
28.55000000000,-92.78100000000,679,1.04408866
28.55200000000,-91.19900000000,502,0.55858317
28.55200000000,-91.19900000000,501,0.55858317
28.55200000000,-91.19900000000,504,0.55858317
28.55200000000,-91.19900000000,500,0.55858317
28.55200000000,-91.19900000000,507,0.55858317
28.55200000000,-91.19900000000,503,0.55858317
28.55200000000,-91.19900000000,506,0.55858317
28.55200000000,-91.19900000000,509,0.55858317
28.55200000000,-91.19900000000,505,0.55858317
28.55200000000,-91.19900000000,499,0.55858317
28.55200000000,-91.19900000000,508,0.55858317
28.55200000000,-91.12000000000,498,0.52918484
28.55300000000,-91.27800000000,511,0.59605163
28.55300000000,-91.27800000000,510,0.59605163
28.55600000000,-93.29900000000,747,1.19439502
28.55900000000,-93.29900000000,746,1.19160741
28.56000000000,-91.13300000000,1177,0.52582517
28.56100000000,-93.29900000000,745,1.18974957
28.56300000000,-91.48300000000,1403,0.71250951
28.56400000000,-92.00400000000,602,0.92700000
28.56400000000,-90.80500000000,1137,0.47549662
28.56500000000,-91.25900000000,1197,0.57581316
28.56600000000,-91.21600000000,1182,0.55368727
28.56900000000,-92.81200000000,1601,1.03101611
28.57000000000,-93.41300000000,919,1.18544181
28.57200000000,-91.16100000000,1178,0.52475371
28.57400000000,-90.80600000000,1139,0.46547825
28.57600000000,-92.70900000000,1694,1.00729182
28.58000000000,-93.20700000000,735,1.13679374
28.58100000000,-92.86600000000,681,1.02995233
28.58200000000,-93.29700000000,744,1.16951857
28.58600000000,-92.70400000000,676,0.99673847
28.58700000000,-92.99100000000,729,1.05755363
28.59300000000,-92.79700000000,680,1.00467473
28.59800000000,-93.32800000000,921,1.16220322
28.60000000000,-93.27400000000,743,1.14429549
28.60000000000,-91.63700000000,1404,0.74043739
28.60200000000,-92.69400000000,675,0.97951553
28.60200000000,-91.38000000000,546,0.61921749
28.60200000000,-91.36900000000,547,0.61185304
28.60300000000,-93.26100000000,742,1.13651782
28.60300000000,-91.59400000000,1405,0.71796786
28.60400000000,-91.39600000000,545,0.62866889
28.60500000000,-91.35900000000,548,0.60298775
28.60800000000,-91.34500000000,549,0.59154456
28.61000000000,-92.42400000000,1727,0.92992079
28.61100000000,-92.68200000000,1691,0.96899489
28.61100000000,-91.33800000000,550,0.58472400
28.61200000000,-93.66600000000,897,1.07883526
28.61300000000,-91.56900000000,1406,0.69826445
28.61400000000,-93.26700000000,741,1.12870966
28.61400000000,-92.68800000000,674,0.96681134
28.61400000000,-91.79300000000,591,0.81537278
28.61400000000,-91.27300000000,1200,0.54256213
28.61500000000,-90.45400000000,88,0.43577109
28.61700000000,-93.17500000000,737,1.09044748
28.61700000000,-92.43500000000,1728,0.92434294
28.61900000000,-91.41300000000,544,0.62994011
28.62000000000,-91.34100000000,160,0.57984556
28.62300000000,-91.28500000000,1201,0.54232609
28.62400000000,-91.52700000000,1407,0.67161088
28.62500000000,-93.19100000000,738,1.08909646
28.62500000000,-92.68300000000,1689,0.95524788
28.62800000000,-92.20300000000,969,0.90832400
28.63100000000,-93.85800000000,815,1.04196456
28.63100000000,-92.01900000000,603,0.86478786
28.63300000000,-91.32100000000,1203,0.55694946
28.63400000000,-93.26700000000,740,1.11009180
28.63400000000,-92.93600000000,728,0.99634620
28.63400000000,-91.41200000000,543,0.61882388
28.63600000000,-91.32000000000,161,0.55401686
28.64400000000,-92.65700000000,1687,0.93290880
28.64600000000,-91.40700000000,542,0.60696864
28.64700000000,-91.53500000000,1408,0.65344024
28.64800000000,-89.67200000000,341,0.37377368
28.65200000000,-89.67500000000,342,0.37297359
28.65600000000,-92.65900000000,1686,0.92130715
28.65700000000,-91.53400000000,1411,0.64385929
28.65700000000,-91.39600000000,541,0.59142297
28.65800000000,-89.68900000000,343,0.37872417
28.66500000000,-91.38100000000,162,0.57500158
28.66600000000,-92.54300000000,642,0.89437895
28.66600000000,-91.32300000000,1208,0.53352232
28.66800000000,-91.51700000000,1413,0.62709202
28.67100000000,-91.53800000000,1412,0.63264602
28.67400000000,-91.32300000000,534,0.52765394
28.67500000000,-91.37600000000,540,0.56451891
28.67700000000,-91.32700000000,1209,0.52822078
28.68000000000,-89.66800000000,304,0.34834937
28.68200000000,-91.36500000000,539,0.55170055
28.68300000000,-91.69200000000,1243,0.69974600
28.68400000000,-91.36100000000,538,0.54741563
28.68500000000,-89.64300000000,339,0.32700647
28.68600000000,-92.96400000000,727,0.95502644
28.68600000000,-91.51700000000,1415,0.61050271
28.68600000000,-91.35600000000,537,0.54240764
28.68800000000,-91.35200000000,536,0.53813048
28.68900000000,-91.35000000000,535,0.53599310
28.69500000000,-91.72000000000,1394,0.70663058
28.69800000000,-90.25500000000,82,0.36925032
28.70000000000,-92.64500000000,1685,0.87579803
28.70200000000,-90.28400000000,81,0.35929172
28.70400000000,-89.68300000000,338,0.34392512
28.70500000000,-91.51500000000,1418,0.59225974
28.70900000000,-92.44900000000,643,0.83523579
28.71000000000,-89.58000000000,301,0.26653398
28.71400000000,-90.25900000000,80,0.35275790
28.72200000000,-90.85500000000,124,0.31904103
28.72200000000,-90.25900000000,79,0.34500152
28.72900000000,-90.19600000000,380,0.35534635
28.73200000000,-90.23100000000,78,0.34352494
28.73900000000,-90.11000000000,52,0.36364884
28.74500000000,-90.11200000000,53,0.35732443
28.74900000000,-90.15400000000,379,0.34269444
28.75400000000,-90.11500000000,54,0.34783780
28.75600000000,-92.14800000000,964,0.78312319
28.75600000000,-90.11500000000,55,0.34593675
28.75700000000,-89.96000000000,357,0.41260516
28.75900000000,-90.11600000000,56,0.34277451
28.76200000000,-90.00300000000,356,0.38695054
28.76400000000,-91.35900000000,1222,0.48158939
28.77200000000,-92.62800000000,671,0.80220643
28.77300000000,-89.93400000000,47,0.41193918
28.78300000000,-93.06400000000,1581,0.89492715
28.79000000000,-90.46200000000,302,0.26277221
28.79100000000,-90.24400000000,77,0.28315001
28.79400000000,-92.95800000000,1579,0.85063582
28.80500000000,-91.33600000000,1224,0.43578939
28.80500000000,-90.33500000000,399,0.25116483
28.81100000000,-91.64100000000,1392,0.56655045
28.81200000000,-89.95000000000,360,0.37031289
28.81500000000,-91.66700000000,587,0.57965815
28.85700000000,-89.85700000000,361,0.38271067
28.86600000000,-92.95600000000,1577,0.78111475
28.86700000000,-91.66800000000,1389,0.54128908
28.87500000000,-90.71200000000,438,0.16828389
28.87700000000,-92.25300000000,1292,0.65651337
28.87700000000,-91.69000000000,1388,0.54949811
28.88000000000,-89.51500000000,299,0.10535951
28.88100000000,-92.33700000000,1738,0.65233645
28.88300000000,-90.04000000000,362,0.26365812
28.88600000000,-89.59900000000,4,0.18287114
28.89300000000,-90.14400000000,59,0.20727133
28.89900000000,-90.15100000000,60,0.19910578
28.89900000000,-89.42000000000,295,0.02054646
28.90000000000,-93.19100000000,765,0.83524711
28.90300000000,-89.47100000000,296,0.05572296
28.91400000000,-92.17500000000,1288,0.62761624
28.91600000000,-89.70700000000,306,0.28637034
28.93100000000,-93.19800000000,766,0.80967208
28.93200000000,-89.07800000000,292,0.08052617
28.93500000000,-91.12000000000,519,0.20066278
28.93500000000,-89.63800000000,6,0.21728411
28.93600000000,-89.73100000000,333,0.31026960
28.94600000000,-92.93400000000,1572,0.69818877
28.94800000000,-90.52000000000,414,0.11958875
28.94900000000,-92.94200000000,1571,0.69776272
28.95400000000,-92.94400000000,1570,0.69363695
28.96100000000,-92.92600000000,1569,0.68149307
28.96400000000,-91.09700000000,520,0.16486898
28.96500000000,-92.97900000000,1568,0.69460692
28.96600000000,-92.93300000000,1567,0.67881882
28.97000000000,-92.12100000000,1287,0.57818440
28.97100000000,-92.79200000000,1338,0.63340190
28.97600000000,-92.96200000000,1566,0.67851850
28.97800000000,-92.96400000000,720,0.67729189
28.97800000000,-91.25700000000,165,0.24936202
28.98000000000,-93.42500000000,926,0.78388992
28.98300000000,-92.86400000000,1564,0.64169433
28.98300000000,-90.33100000000,75,0.07442421
28.98500000000,-92.95100000000,1565,0.66644410
28.98500000000,-92.92400000000,1563,0.65798437
28.98700000000,-91.85900000000,453,0.48703109
28.99100000000,-90.02100000000,1025,0.18091731
28.99200000000,-92.72500000000,1334,0.59923063
28.99300000000,-93.17100000000,769,0.74205229
28.99500000000,-92.95600000000,719,0.65860232
28.99700000000,-93.16700000000,770,0.73676696
29.00000000000,-90.85000000000,130,0.04294398
29.00100000000,-90.41200000000,1472,0.04860719
29.00200000000,-91.09600000000,522,0.14523188
29.00400000000,-92.83500000000,1343,0.61293542
29.00400000000,-92.75900000000,1623,0.59385977
29.00500000000,-93.17700000000,771,0.73363943
29.00600000000,-93.12800000000,773,0.71309004
29.00600000000,-90.36900000000,1469,0.05370976
29.00600000000,-89.59400000000,310,0.18851778
29.00700000000,-93.15600000000,772,0.72316221
29.01300000000,-92.80600000000,1343,0.59630998
29.01300000000,-90.20800000000,1029,0.07322834
29.01400000000,-89.97600000000,20,0.18576343
29.01500000000,-90.35600000000,1467,0.04215925
29.01500000000,-89.00700000000,291,0.07012328
29.02000000000,-88.92200000000,335,0.14544909
29.02100000000,-92.97300000000,717,0.64013085
29.02100000000,-92.93800000000,1562,0.62817927
29.02300000000,-92.35600000000,1310,0.51209944
29.02300000000,-90.73400000000,105,0.01865778
29.02400000000,-90.34400000000,1465,0.03198367
29.02400000000,-89.79900000000,15,0.27871650
29.02500000000,-90.76200000000,104,0.01617769
29.02500000000,-90.66500000000,441,0.03290626
29.02600000000,-90.35700000000,1466,0.03190475
29.02700000000,-90.43500000000,1473,0.02523595
29.02900000000,-93.02300000000,718,0.65156685
29.02900000000,-91.08700000000,133,0.12802296
29.02900000000,-90.37200000000,1468,0.03056710
29.02900000000,-90.32000000000,1463,0.03372134
29.02900000000,-89.02600000000,290,0.04653107
29.03200000000,-92.96600000000,716,0.62733805
29.03200000000,-90.66500000000,442,0.02608431
29.03400000000,-90.18300000000,67,0.06313098
29.03500000000,-90.54300000000,408,0.04790804
29.03700000000,-90.54300000000,407,0.04613938
29.03900000000,-90.69400000000,443,0.01225673
29.04000000000,-93.16700000000,775,0.69755727
29.04000000000,-90.87400000000,131,0.01003278
29.04000000000,-90.70200000000,444,0.00918320
29.04000000000,-90.54800000000,406,0.04570549
29.04200000000,-90.01900000000,365,0.13765634
29.04200000000,-88.94800000000,336,0.11482457
29.04300000000,-90.75300000000,449,0.00000000
29.04400000000,-90.70400000000,445,0.00482142
29.04400000000,-90.50000000000,94,0.02294471
29.04500000000,-90.65600000000,100,0.01507756
29.04600000000,-90.67300000000,103,0.01053293
29.04600000000,-90.31600000000,1461,0.01840038
29.04600000000,-90.30200000000,1460,0.02193932
29.04700000000,-90.19100000000,68,0.04798513
29.04800000000,-90.26000000000,1454,0.03434526
29.04900000000,-90.33200000000,74,0.01095645
29.05000000000,-90.70900000000,446,0.00117453
29.05200000000,-90.71000000000,447,0.00000000
29.05300000000,-92.98400000000,714,0.61468746
29.05400000000,-90.55200000000,405,0.03542072
29.05400000000,-90.55000000000,96,0.03437703
29.05500000000,-90.66800000000,102,0.00294715
29.05500000000,-90.28400000000,1458,0.01788836
29.05600000000,-90.29000000000,1459,0.01510640
29.05600000000,-88.93000000000,286,0.11996097
29.05600000000,-88.93000000000,285,0.11996097
29.06100000000,-92.95500000000,713,0.59632291
29.06300000000,-90.61800000000,98,0.01803133
29.06500000000,-90.56200000000,97,0.03309894
29.06600000000,-91.92200000000,1274,0.41918988
29.06600000000,-91.92100000000,1274,0.41894595
29.06600000000,-90.53100000000,95,0.01503182
29.06600000000,-90.26700000000,1453,0.01552785
29.06700000000,-90.28000000000,1455,0.00789659
29.06700000000,-90.26000000000,1452,0.01972283
29.06900000000,-91.52300000000,1303,0.29612230
29.07100000000,-90.23300000000,1447,0.01655669
29.07200000000,-91.23200000000,168,0.15217487
29.07200000000,-90.63900000000,99,0.00016265
29.07400000000,-90.22200000000,34,0.01075291
29.07500000000,-90.22700000000,35,0.01061218
29.07600000000,-90.25900000000,1451,0.01354712
29.07600000000,-90.25200000000,1450,0.01275206
29.07600000000,-90.19300000000,69,0.02137110
29.08200000000,-90.25000000000,72,0.00683418
29.08300000000,-90.24800000000,36,0.00614253
29.08500000000,-90.25800000000,37,0.00492589
29.08700000000,-93.16300000000,777,0.65283416
29.08700000000,-90.26800000000,39,0.00488834
29.08700000000,-90.26400000000,38,0.00662264
29.09100000000,-90.66800000000,101,0.00525719
29.09100000000,-90.19500000000,70,0.00669349
29.09300000000,-90.19600000000,33,0.00445935
29.09400000000,-92.90800000000,712,0.54945038
29.10200000000,-90.17700000000,377,0.00602516
29.10200000000,-90.17700000000,376,0.00602516
29.10500000000,-92.94300000000,711,0.55098513
29.10600000000,-90.19200000000,71,0.00000000
29.10600000000,-90.19200000000,71,0.00000000
29.11000000000,-91.91700000000,619,0.37523879
29.11400000000,-92.91600000000,710,0.53306987
29.11700000000,-90.17700000000,32,0.00164981
29.12000000000,-90.10600000000,31,0.02648806
29.12300000000,-90.11600000000,30,0.01847930
29.12500000000,-88.63300000000,276,0.37030949
29.12700000000,-91.90900000000,618,0.35687181
29.13000000000,-91.72600000000,999,0.35483299
29.13800000000,-91.50500000000,578,0.23235922
29.14100000000,-90.40700000000,307,0.02283310
29.14200000000,-90.11700000000,29,0.00202786
29.14200000000,-90.10700000000,28,0.00762281
29.14400000000,-92.95100000000,709,0.51804703
29.14900000000,-90.09800000000,27,0.00682376
29.15000000000,-91.52200000000,577,0.23313702
29.15100000000,-91.10500000000,524,0.03811934
29.15300000000,-91.53200000000,576,0.23744695
29.15500000000,-90.09800000000,26,0.00113539
29.15800000000,-90.05800000000,42,0.02118718
29.15800000000,-90.05800000000,42,0.02118718
29.16000000000,-90.03800000000,368,0.03046306
29.16200000000,-90.04500000000,43,0.02511407
29.16300000000,-90.08200000000,25,0.00312478
29.16300000000,-90.04500000000,369,0.02427402
29.16400000000,-90.07700000000,24,0.00524482
29.16800000000,-90.04400000000,371,0.02052150
29.16800000000,-90.04400000000,370,0.02052150
29.17000000000,-90.06500000000,23,0.00731474
29.17000000000,-90.05300000000,372,0.01400968
29.17100000000,-92.31900000000,649,0.36178027
29.18300000000,-92.32800000000,650,0.35044706
29.18300000000,-90.04900000000,373,0.00506940
29.18700000000,-91.10500000000,527,0.00739840
29.18800000000,-91.88400000000,959,0.29168034
29.19000000000,-91.89300000000,960,0.29187299
29.19000000000,-91.68700000000,611,0.30857468
29.20000000000,-92.26300000000,1758,0.33345646
29.20000000000,-91.62000000000,1514,0.27874175
29.20100000000,-88.77900000000,274,0.22135828
29.20500000000,-89.58800000000,315,0.04120258
29.20800000000,-92.42600000000,663,0.34029732
29.21200000000,-89.56600000000,316,0.03076437
29.21800000000,-92.42100000000,1664,0.32943315
29.21800000000,-92.25700000000,1759,0.31590358
29.22100000000,-92.34900000000,1661,0.31434814
29.22100000000,-92.34900000000,1662,0.31434814
29.22500000000,-92.26300000000,1760,0.30851272
29.22500000000,-91.53100000000,1513,0.18933634
29.23100000000,-92.25100000000,1762,0.30343506
29.23200000000,-92.26400000000,1761,0.30146110
29.23500000000,-92.39800000000,1660,0.30815148
29.23700000000,-92.40400000000,1659,0.30734855
29.23700000000,-92.33800000000,1764,0.29734741
29.23700000000,-92.33800000000,1763,0.29734741
29.23800000000,-92.24700000000,1765,0.29687274
29.24200000000,-91.63100000000,1001,0.27220916
29.24200000000,-89.70500000000,321,0.05414086
29.24400000000,-89.60500000000,318,0.00794888
29.24700000000,-92.44700000000,1663,0.30576690
29.24900000000,-89.65500000000,1008,0.02652997
29.25200000000,-92.40300000000,662,0.29244343
29.25200000000,-91.63300000000,1002,0.27089427
29.25300000000,-92.33600000000,1656,0.28123206
29.25800000000,-92.25100000000,1766,0.27656300
29.25900000000,-92.23700000000,1767,0.27725352
29.26000000000,-89.64300000000,1007,0.01119372
29.26400000000,-92.37200000000,1656,0.27505548
29.26700000000,-92.28500000000,651,0.26540778
29.26800000000,-92.33700000000,1521,0.26638756
29.27000000000,-92.41100000000,1657,0.27651124
29.27000000000,-92.39000000000,1656,0.27225402
29.27900000000,-92.21400000000,1770,0.26128179
29.28000000000,-93.67600000000,883,0.42840628
29.28000000000,-93.65800000000,884,0.43545443
29.28000000000,-92.23700000000,1769,0.25645044
29.28100000000,-93.69100000000,885,0.42208930
29.28300000000,-92.40100000000,1525,0.26168100
29.28300000000,-92.24100000000,1768,0.25293732
29.28500000000,-89.67800000000,10,0.00724802
29.28800000000,-92.38700000000,1524,0.25402255
29.29000000000,-92.91900000000,705,0.37062014
29.29400000000,-93.66800000000,882,0.41860251
29.29500000000,-92.40100000000,1526,0.24993467
29.29900000000,-91.62500000000,613,0.23266527
29.30600000000,-93.64900000000,881,0.41583821
29.32100000000,-92.35700000000,1522,0.21639772
29.32600000000,-92.47900000000,1529,0.23271704
29.33100000000,-92.26200000000,653,0.20285261
29.33600000000,-93.66300000000,880,0.38274866
29.33600000000,-92.39600000000,661,0.20882881
29.33700000000,-93.69100000000,880,0.37000492
29.33700000000,-93.66800000000,880,0.37961631
29.34700000000,-93.67500000000,879,0.36755496
29.35000000000,-92.36600000000,1654,0.18916433
29.36100000000,-92.96300000000,703,0.32243939
29.36400000000,-93.82300000000,851,0.31171898
29.36700000000,-93.64700000000,877,0.36344139
29.36900000000,-93.66200000000,876,0.35412339
29.37200000000,-92.26800000000,1374,0.16151140
29.37500000000,-92.57000000000,1372,0.19688972
29.37600000000,-93.67400000000,875,0.34219925
29.38000000000,-92.71600000000,1371,0.21858274
29.38300000000,-92.94000000000,1558,0.29317618
29.38300000000,-92.77400000000,1370,0.23362708
29.38500000000,-93.62700000000,874,0.35945236
29.39200000000,-92.44400000000,1653,0.16176375
29.39800000000,-92.38700000000,1652,0.14648371
29.39800000000,-92.34300000000,1651,0.13814006
29.40400000000,-90.35600000000,314,0.00000000
29.40800000000,-93.13900000000,782,0.34197385
29.41100000000,-89.59900000000,288,0.00000000
29.41300000000,-92.36100000000,1650,0.12634981
29.42600000000,-89.58300000000,289,0.00000000
29.42700000000,-93.42800000000,940,0.34001117
29.43400000000,-93.42100000000,941,0.33223450
29.43400000000,-93.41900000000,942,0.33191702
29.43900000000,-92.59100000000,1538,0.13641481
29.45400000000,-93.41900000000,944,0.31214640
29.46700000000,-93.41400000000,945,0.29854107
29.47000000000,-93.41700000000,946,0.29602424
29.47100000000,-91.62900000000,132,0.09200941
29.47600000000,-92.61100000000,1636,0.10268954
29.47700000000,-92.35000000000,658,0.06154038
29.48200000000,-92.32800000000,657,0.05282384
29.51100000000,-92.27400000000,952,0.02259807
29.51200000000,-92.30600000000,951,0.02084839
29.55500000000,-92.89300000000,699,0.11624597
29.56700000000,-90.79600000000,1471,0.00000000
29.57000000000,-90.79000000000,1470,0.00000000
29.61000000000,-93.64400000000,867,0.14079557
29.62000000000,-93.64900000000,866,0.13023120
29.65100000000,-92.87100000000,1543,0.01892688
29.65300000000,-92.89600000000,1548,0.02767993
29.73200000000,-93.63600000000,864,0.02077589
29.77200000000,-91.10300000000,451,0.00250062
29.96300000000,-88.38400000000,227,0.24079992
29.97400000000,-88.36100000000,226,0.23523958
29.98500000000,-88.35000000000,225,0.22767308
29.99900000000,-88.35800000000,224,0.21195688
30.02300000000,-88.34800000000,222,0.19243643
30.03500000000,-88.35200000000,221,0.17980103
30.04100000000,-88.34700000000,220,0.17610377
30.04900000000,-88.37000000000,219,0.16062093
30.13600000000,-89.79600000000,322,0.02274883
30.22400000000,-89.11800000000,223,0.00024983
30.23700000000,-88.35000000000,211,0.02173904
30.24600000000,-88.17000000000,201,0.00349165
30.25000000000,-88.35000000000,210,0.02948929
