Rowid,AS_LOCATIONS2011,X,Y,SST_4KM_A2011175,SST_4KM_A2011176,SST_4KM_A2011177,SST_4KM_A2011178,SST_4KM_A2011179,SST_4KM_A2011180,SST_4KM_A2011181,SST_4KM_A2011182
1,7995464,-88.35048165,30.2496758,0,0,0,0,0,0,0,0
2,7995464,-88.17023661,30.24560384,0,0,0,0,0,0,0,0
3,7995464,-88.35020164,30.23735548,0,0,0,0,0,0,0,0
4,7995464,-87.99446667,30.22893382,0,0,0,0,0,0,0,0
5,7995464,-87.99348333,30.22678507,0,0,0,0,0,0,0,0
6,7995464,-88.06438031,30.22433838,0,0,0,0,0,0,0,0
7,7995464,-88.1197994,30.22352506,0,0,0,0,0,0,0,0
8,7995464,-89.11794444,30.22350556,0,0,0,0,0,0,0,0
9,7995464,-88.19098666,30.22346328,0,0,0,0,0,0,0,0
10,7995464,-88.2559,30.22241667,0,0,0,0,0,0,0,0
11,7995464,-88.11194113,30.22229513,0,0,0,0,0,0,0,0
12,7995464,-88.20782882,30.22193564,0,0,0,0,0,0,0,0
13,7995464,-88.28897159,30.22032518,0,0,0,0,0,0,0,0
14,7995464,-88.05531667,30.21895,0,0,0,0,0,0,0,0
15,7995464,-88.36515061,30.21805816,0,0,0,0,0,0,0,0
16,7995464,-88.37206667,30.19691667,0,0,0,0,0,0,0,0
17,7995464,-87.99834779,30.1766438,0,0,0,0,0,0,0,0
18,7995464,-87.99662153,30.16817861,0,0,0,0,0,0,0,0
19,7995464,-87.99969333,30.14820705,0,0,0,0,0,0,0,0
20,7995464,-88.36382478,30.1470594,0,0,0,0,0,0,0,0
21,7995464,-88.36268333,30.1444,0,0,0,0,0,0,0,0
22,7995464,-89.79545556,30.13569444,0,0,0,0,0,0,0,0
23,7995464,-87.99872568,30.13420893,0,0,0,0,0,0,0,0
24,7995464,-87.99997419,30.12553847,0,0,0,0,0,0,0,0
25,7995464,-87.99997517,30.11620643,0,0,0,0,0,0,0,0
26,7995464,-88.00198696,30.07539237,0,0,0,0,0,0,0,0
27,7995464,-88.34748515,30.0672181,0,0,0,0,0,0,0,0
28,7995464,-88.37036504,30.04875759,0,0,0,0,0,0,0,0
29,7995464,-88.34741602,30.04126811,0,0,0,0,0,0,0,0
30,7995464,-88.35161655,30.03537945,0,0,0,0,0,0,0,0
31,7995464,-88.34761667,30.02316667,0,0,0,0,0,0,0,0
32,7995464,-88.35829892,29.99877487,0,44670,46845,46499,0,42433,46040,47084
33,7995464,-88.00078333,29.99236667,46563,45187,47491,46083,0,0,45781,46451
34,7995464,-88.35022953,29.98503333,0,44670,46845,46499,0,42433,46040,47084
35,7995464,-88.36059141,29.97438429,0,44670,46845,46499,0,42433,46040,47084
36,7995464,-88.38421546,29.96297199,0,44481,46634,46497,0,42757,46211,47242
37,7995464,-88.00104979,29.92486819,46457,45159,47362,46050,0,0,46461,46332
38,7995464,-88.00295324,29.91682152,46457,45159,47362,46050,0,0,46461,46332
39,7995464,-87.99951675,29.89119185,0,0,0,0,0,0,0,0
40,7995464,-87.99707731,29.88593434,0,0,0,0,0,0,0,0
41,7995464,-88.3157984,29.87316107,45209,44950,46953,45970,0,43906,46088,47364
42,7995464,-87.99650915,29.85502181,0,0,0,0,0,0,0,0
43,7995464,-88.31176481,29.84782833,45209,44950,46953,45970,0,43906,46088,47364
44,7995464,-88.0005904,29.84723145,46577,45253,47431,46080,0,44169,46277,46063
45,7995464,-88.30768384,29.83081521,45483,44748,46807,45726,0,44966,45863,47144
46,7995464,-88.00245187,29.80661667,46016,45045,47315,45931,0,45088,46085,46131
47,7995464,-88.29848133,29.80191384,45483,44748,46807,45726,0,44966,45863,47144
48,7995464,-88.29344754,29.77418333,0,45162,46922,46047,0,44668,46039,46685
49,7995464,-91.10316667,29.77203333,0,0,0,0,0,0,0,0
50,7995464,-88.29826588,29.76746601,0,45162,46922,46047,0,44668,46039,46685
51,7995464,-88.30594133,29.76730861,0,45162,46922,46047,0,44668,46039,46685
52,7995464,-88.30594133,29.76730861,0,45162,46922,46047,0,44668,46039,46685
53,7995464,-93.39941667,29.76198333,45567,43971,0,44898,0,0,0,0
54,7995464,-93.12013333,29.7579,0,0,0,0,0,0,0,0
55,7995464,-88.29421751,29.74973467,0,45065,46931,45829,0,43029,45998,0
56,7995464,-88.00271673,29.73509887,0,44519,45569,46619,0,45385,46048,46060
57,7995464,-93.64381667,29.73471667,41872,43818,42646,44895,44468,47177,48021,0
58,7995464,-93.71053333,29.73416667,0,44285,42660,44687,44598,47422,48039,0
59,7995464,-93.63566517,29.73146137,41872,43818,42646,44895,44468,47177,48021,0
60,7995464,-93.78409931,29.70202828,41931,43974,42750,44312,44852,47158,47161,0
61,7995464,-93.81386667,29.69456667,41931,43974,42750,44312,44852,47158,47161,0
62,7995464,-88.28873634,29.69336721,0,0,47204,45920,0,45073,45931,45043
63,7995464,-92.90925,29.68441667,0,0,0,0,0,0,0,0
64,7995464,-93.05706667,29.68203333,41970,44430,41791,44933,0,47490,48370,47359
65,7995464,-93.05706667,29.68203333,41970,44430,41791,44933,0,47490,48370,47359
66,7995464,-92.90095,29.6797,0,0,0,0,0,0,0,0
67,7995464,-92.8969,29.675,0,0,0,0,0,0,0,0
68,7995464,-93.85176667,29.67121667,43423,44187,43120,44284,45153,0,47108,0
69,7995464,-93.85074237,29.67083307,43423,44187,43120,44284,45153,0,47108,0
70,7995464,-88.28118333,29.66801667,0,0,47204,45920,0,45073,45931,45043
71,7995464,-92.87278333,29.66583333,0,0,0,44651,0,46766,47868,0
72,7995464,-92.88426185,29.66327631,0,44234,0,44820,45407,47700,48207,0
73,7995464,-93.85259482,29.65673313,42080,44077,42070,44397,44735,47008,47025,47460
74,7995464,-93.11951667,29.6531,42255,44602,41764,44660,0,46448,48474,47819
75,7995464,-92.89643748,29.65282345,0,44234,0,44820,45407,47700,48207,0
76,7995464,-92.87077685,29.65061227,0,0,0,44651,0,46766,47868,0
77,7995464,-93.62475339,29.64981104,41961,43894,42108,44179,45117,47292,48085,49058
78,7995464,-91.57223333,29.63183333,0,0,0,0,0,0,0,0
79,7995464,-92.83865,29.62763333,0,0,0,44651,0,46766,47868,0
80,7995464,-93.64875666,29.61968241,42480,44015,41967,44043,45131,47606,47484,48494
81,7995464,-91.615,29.61813333,0,43388,44040,45638,44222,49234,49824,0
82,7995464,-93.39896667,29.61753333,41991,44446,0,44791,45706,49109,49514,49474
83,7995464,-92.90483333,29.6121,0,44703,41795,45471,44949,46633,48131,47115
84,7995464,-93.64435334,29.60980978,42480,44015,41967,44043,45131,47606,47484,48494
85,7995464,-93.13486667,29.59948333,41748,44295,41858,44147,44016,45300,47409,48326
86,7995464,-93.39913333,29.5945,41991,44446,0,44791,45706,49109,49514,49474
87,7995464,-92.7851,29.59051667,0,44440,0,44995,44577,0,48274,46554
88,7995464,-93.85798272,29.58786667,41865,44358,42302,44060,44783,47332,47398,47882
89,7995464,-92.90676667,29.58628333,0,44703,41795,45471,44949,46633,48131,47115
90,7995464,-92.9106231,29.58136236,0,44512,42011,44836,44415,45807,47711,45691
91,7995464,-92.14313333,29.5771,0,43405,43252,44877,0,48102,0,48722
92,7995464,-92.14791667,29.57703333,0,43405,43252,44877,0,48102,0,48722
93,7995464,-92.90935574,29.57561339,0,44512,42011,44836,44415,45807,47711,45691
94,7995464,-92.5749,29.57551667,0,44033,0,45181,44863,46618,48906,47732
95,7995464,-92.91025529,29.57409753,0,44512,42011,44836,44415,45807,47711,45691
96,7995464,-91.64011667,29.57325,0,43610,43962,45331,44871,48539,50193,0
97,7995464,-92.55830077,29.57144729,0,44033,0,45181,44863,46618,48906,47732
98,7995464,-92.60013333,29.57108333,0,43995,42813,44733,44807,46791,49551,47659
99,7995464,-90.79044444,29.57052222,0,0,0,0,0,0,0,0
100,7995464,-93.85598333,29.5694,0,44359,42142,44122,45197,47462,47449,47650
101,7995464,-90.79552778,29.56710556,0,0,0,0,0,0,0,0
102,7995464,-92.90685,29.5654,0,44512,42011,44836,44415,45807,47711,45691
103,7995464,-94.10966667,29.5653,41812,43938,42050,44064,44403,47311,47468,47462
104,7995464,-88.26363333,29.56455,0,0,46462,47269,44417,0,46204,44517
105,7995464,-92.91063333,29.55875,0,44512,42011,44836,44415,45807,47711,45691
106,7995464,-92.15018333,29.5577,0,43405,43252,44877,0,48102,0,48722
107,7995464,-88.26211527,29.55542763,0,0,46462,47269,44417,0,46204,44517
108,7995464,-92.89291282,29.55458005,0,44512,42011,44836,44415,45807,47711,45691
109,7995464,-93.14315,29.5542,41597,44148,0,44067,43435,45803,46342,47319
110,7995464,-93.85536667,29.55151667,0,44359,42142,44122,45197,47462,47449,47650
111,7995464,-88.26556904,29.54656707,0,0,46462,47269,44417,0,46204,44517
112,7995464,-92.91180538,29.54514724,0,44512,42011,44836,44415,45807,47711,45691
113,7995464,-92.73353333,29.54476667,0,43778,0,44991,0,47732,48386,46821
114,7995464,-91.64041667,29.54318333,0,43610,43962,45331,44871,48539,50193,0
115,7995464,-92.2949,29.52955,0,43834,41830,44400,43984,46605,49060,48035
116,7995464,-92.91485703,29.52837469,0,43928,41698,43825,43306,45186,46691,46072
117,7995464,-92.91571073,29.52801342,0,43928,41698,43825,43306,45186,46691,46072
118,7995464,-92.6092,29.52573333,0,43867,0,45474,45446,46579,48446,47375
119,7995464,-93.639,29.5237,41851,44209,41523,43410,45069,47853,47552,48808
120,7995464,-93.639,29.5237,41851,44209,41523,43410,45069,47853,47552,48808
121,7995464,-93.64416667,29.51948333,41851,44209,41523,43410,45069,47853,47552,48808
122,7995464,-92.91439307,29.51674067,0,43928,41698,43825,43306,45186,46691,46072
123,7995464,-87.99526923,29.5162712,0,0,0,0,0,0,0,0
124,7995464,-92.30616667,29.5122,0,43834,41830,44400,43984,46605,49060,48035
125,7995464,-92.61086667,29.51165,0,43867,0,45474,45446,46579,48446,47375
126,7995464,-92.17213333,29.51156667,0,43692,42088,44564,0,48084,49838,48318
127,7995464,-92.27428333,29.51125,0,43834,41830,44400,43984,46605,49060,48035
128,7995464,-92.31431667,29.5088,0,43834,41830,44400,43984,46605,49060,48035
129,7995464,-93.8545,29.50865,41840,43875,41766,43889,45010,46504,46899,47455
130,7995464,-93.1383397,29.50726753,41130,44112,0,44070,43567,45294,46016,47731
131,7995464,-92.68808333,29.5071,0,43515,0,45025,0,47191,48283,47236
132,7995464,-91.36755,29.50461667,0,0,0,0,43810,0,0,0
133,7995464,-92.16988333,29.49835,0,43971,0,44634,0,48431,48439,48038
134,7995464,-92.61661667,29.49691667,0,44238,0,44994,44447,45573,47774,46814
135,7995464,-92.91887732,29.4941918,0,43710,0,43764,42992,44977,46757,46388
136,7995464,-92.17046667,29.49226667,0,43971,0,44634,0,48431,48439,48038
137,7995464,-92.1736272,29.48920363,0,43971,0,44634,0,48431,48439,48038
138,7995464,-92.32765045,29.4819597,0,43778,41844,44191,0,46954,48350,48335
139,7995464,-91.49366667,29.4814,0,44553,44303,44651,42533,46418,46588,45691
140,7995464,-92.62274452,29.48065118,0,44238,0,44994,44447,45573,47774,46814
141,7995464,-91.46838333,29.47736667,0,44553,44303,44651,42533,46418,46588,45691
142,7995464,-92.34966347,29.4767992,0,43803,0,44264,45053,46491,48063,48314
143,7995464,-92.61052375,29.47613025,0,44238,0,44994,44447,45573,47774,46814
144,7995464,-87.9965,29.47118333,0,0,0,0,0,0,0,0
145,7995464,-91.6289,29.47045,0,43479,43321,45313,44679,47829,0,47613
146,7995464,-88.80393582,29.47029848,0,44750,46287,46612,46409,0,0,45589
147,7995464,-92.32785,29.47028333,0,43778,41844,44191,0,46954,48350,48335
148,7995464,-93.41702319,29.46993333,41592,43865,42165,44832,45566,47771,47294,49598
149,7995464,-88.79612058,29.46814519,0,44750,46287,46612,46409,0,0,45589
150,7995464,-93.4135962,29.46731667,41917,43949,42109,44203,45756,47404,47386,49570
151,7995464,-88.79228714,29.46633399,0,44750,46287,46612,46409,0,0,45589
152,7995464,-88.87001667,29.46616667,0,44444,46654,47119,46770,0,0,45995
153,7995464,-88.7834474,29.46556091,0,44369,45167,46107,46098,0,0,45447
154,7995464,-91.79695,29.4646,0,43971,43680,45595,44720,47171,0,48133
155,7995464,-88.75784344,29.46331155,0,44369,45167,46107,46098,0,0,45447
156,7995464,-88.6862788,29.46158077,0,44215,44075,46048,45532,0,0,45511
157,7995464,-88.74067646,29.46154626,0,44168,44291,46017,46135,0,0,45544
158,7995464,-92.62415,29.4612,0,44238,0,44994,44447,45573,47774,46814
159,7995464,-88.67620087,29.4568897,0,45020,45658,46068,45054,45172,0,0
160,7995464,-92.34561667,29.45646667,0,44449,41806,44776,44889,46011,48184,47495
161,7995464,-91.84448333,29.45581667,0,43740,42509,45531,45181,47881,0,48283
162,7995464,-88.66385047,29.45551493,0,45672,45896,46554,45001,45257,0,0
163,7995464,-88.65567206,29.45551417,0,45672,45896,46554,45001,45257,0,0
164,7995464,-92.34923128,29.45508377,0,44449,41806,44776,44889,46011,48184,47495
165,7995464,-93.41883474,29.45406667,41687,43812,0,43721,43967,47035,46357,49141
166,7995464,-92.43470817,29.45220281,0,44315,41924,44469,45021,46501,47863,47894
167,7995464,-92.91612097,29.45213333,0,43734,0,43603,43336,45438,46312,45895
168,7995464,-92.92034627,29.44437302,0,43569,0,43824,43184,45471,45883,46478
169,7995464,-92.59065643,29.43878832,0,44144,41912,44323,44246,45497,46701,45702
170,7995464,-93.40673333,29.4365,41687,43812,0,43721,43967,47035,46357,49141
171,7995464,-93.85327762,29.43643096,41928,43611,41812,43634,44162,46194,47099,47310
172,7995464,-88.45963333,29.43606667,0,0,46926,47514,43385,45669,0,0
173,7995464,-88.41218122,29.43466294,0,0,46340,47572,44588,45178,45518,0
174,7995464,-93.6418,29.43423333,41721,43775,42217,43539,45328,47866,47666,48675
175,7995464,-88.42862191,29.43421878,0,0,46141,47539,44154,45450,0,0
176,7995464,-93.41936655,29.43372055,41687,43812,0,43721,43967,47035,46357,49141
177,7995464,-93.42152251,29.43362027,41687,43812,0,43721,43967,47035,46357,49141
178,7995464,-88.39456474,29.43353948,0,0,46340,47572,44588,45178,45518,0
179,7995464,-88.88689034,29.43337681,0,43619,47008,47789,46515,45565,0,45945
180,7995464,-88.40239159,29.43203758,0,0,46340,47572,44588,45178,45518,0
181,7995464,-94.11296667,29.42856667,41635,43327,42155,44420,44215,46564,47495,47157
182,7995464,-88.4027032,29.42803456,0,0,46340,47572,44588,45178,45518,0
183,7995464,-93.42847125,29.42745327,41687,43812,0,43721,43967,47035,46357,49141
184,7995464,-88.24015,29.42715,0,0,46107,47672,44131,44761,45537,0
185,7995464,-93.40412041,29.42694246,41687,43812,0,43721,43967,47035,46357,49141
186,7995464,-88.38642811,29.42665,0,0,46340,47572,44588,45178,45518,0
187,7995464,-89.58300556,29.42561111,0,44049,45114,44371,0,45094,0,46823
188,7995464,-92.57120249,29.42411771,0,44430,42015,44463,44784,45713,47778,46859
189,7995464,-88.30336667,29.42381667,0,44804,46315,47612,43494,45089,45750,0
190,7995464,-92.57365158,29.42326886,0,44430,42015,44463,44784,45713,47778,46859
191,7995464,-88.24138333,29.41961667,0,0,46107,47672,44131,44761,45537,0
192,7995464,-92.63955312,29.41316636,0,43835,41684,43830,43685,45432,46292,46502
193,7995464,-92.36111712,29.41293862,0,44450,42127,44439,45171,46134,48395,47500
194,7995464,-88.88250893,29.41257585,0,43970,46628,46536,46848,45639,0,0
195,7995464,-89.59881111,29.41132222,0,0,0,0,0,0,0,0
196,7995464,-92.55671667,29.4098,0,44001,41865,44182,44319,45565,46570,45878
197,7995464,-92.91422803,29.40842224,0,43636,0,43943,43450,45444,46188,47046
198,7995464,-93.13912568,29.40772245,41286,42798,0,43866,43757,45712,45722,47682
199,7995464,-92.91977106,29.40462889,0,43444,0,44008,43477,45499,45785,47340
200,7995464,-90.35611667,29.40436667,0,0,0,0,0,0,0,0
201,7995464,-93.4027,29.40195,41518,43287,0,43600,43418,45801,45512,48706
202,7995464,-93.64276667,29.40085,41808,43400,0,42912,44481,47556,47417,48108
203,7995464,-92.02931667,29.39991667,0,43655,43213,44793,45497,47666,49346,48324
204,7995464,-92.38669014,29.39786731,0,44450,42127,44439,45171,46134,48395,47500
205,7995464,-91.55646667,29.39761667,0,43842,43738,45365,43974,49150,0,47603
206,7995464,-93.64285,29.39756667,41808,43400,0,42912,44481,47556,47417,48108
207,7995464,-92.34321679,29.39752609,0,44450,42127,44439,45171,46134,48395,47500
208,7995464,-92.44414588,29.39240314,0,44557,42283,44365,45173,46275,48065,47619
209,7995464,-92.64561836,29.39121711,0,43835,41684,43830,43685,45432,46292,46502
210,7995464,-93.62752186,29.38504257,41808,43400,0,42912,44481,47556,47417,48108
211,7995464,-88.86563785,29.38429427,0,43749,46440,46766,46196,45803,0,0
212,7995464,-92.77357152,29.38271343,0,43935,41328,43858,43211,45486,46201,46760
213,7995464,-92.94012215,29.38256831,0,43444,0,44008,43477,45499,45785,47340
214,7995464,-92.71584901,29.38003548,0,43925,41823,43766,43848,45481,46241,46658
215,7995464,-93.67427496,29.37594916,41982,43508,0,42839,44319,47260,47291,47723
216,7995464,-92.52154348,29.37556415,0,44199,42039,44194,44500,45657,47520,46502
217,7995464,-92.57045,29.37538333,0,44001,41865,44182,44319,45565,46570,45878
218,7995464,-92.26771667,29.37175,0,44402,42329,43793,44418,46351,48631,47887
219,7995464,-92.50883479,29.37145151,0,44055,41827,43752,44411,45888,47865,46521
220,7995464,-93.66209797,29.36950915,41765,43102,0,43699,43658,45304,46866,47331
221,7995464,-93.64742,29.36720978,41765,43102,0,43699,43658,45304,46866,47331
222,7995464,-93.64366667,29.36415,41765,43102,0,43699,43658,45304,46866,47331
223,7995464,-93.82279171,29.36379916,41840,43256,41593,43648,43744,45741,45877,46228
224,7995464,-92.50219076,29.36237404,0,44055,41827,43752,44411,45888,47865,46521
225,7995464,-92.15915742,29.36196971,0,44090,0,44677,44892,46881,48669,48432
226,7995464,-92.96282012,29.36150668,0,43215,41691,43908,43365,45876,46146,47864
227,7995464,-91.4152008,29.35978566,0,43551,44145,43936,42446,44277,48248,0
228,7995464,-92.49117721,29.35959585,0,44065,42249,44094,44728,46018,48136,46613
229,7995464,-92.18758333,29.3547,0,44084,0,43609,44897,46760,49163,48188
230,7995464,-94.10915,29.35353333,0,43270,41805,43761,43232,45336,45973,46387
231,7995464,-92.36595223,29.35005177,0,44337,42235,0,44607,46053,48551,47643
232,7995464,-88.89825626,29.34774595,0,43736,46423,0,46299,45955,0,0
233,7995464,-92.48055013,29.34766466,0,44065,42249,44094,44728,46018,48136,46613
234,7995464,-93.67502496,29.34671582,41646,43344,42221,43464,43659,45498,47433,48042
235,7995464,-92.65476667,29.34046667,0,43677,0,44034,43965,45516,46288,47024
236,7995464,-92.92661667,29.33883333,0,43215,41691,43908,43365,45876,46146,47864
237,7995464,-93.69093613,29.33675733,41646,43344,42221,43464,43659,45498,47433,48042
238,7995464,-93.66758963,29.33649501,41646,43344,42221,43464,43659,45498,47433,48042
239,7995464,-93.66291464,29.33644249,41765,43102,0,43699,43658,45304,46866,47331
240,7995464,-92.39605253,29.33638221,0,44263,42048,0,44886,46056,48496,47332
241,7995464,-93.85325,29.33188333,41821,43364,41936,43627,43173,44953,45499,45743
242,7995464,-92.66013333,29.33186667,0,43805,41730,43679,44259,45642,46355,47244
243,7995464,-92.26172178,29.330869,0,44554,42240,44282,44090,46440,49145,48079
244,7995464,-91.42166667,29.33046667,0,43829,43991,44755,42360,45560,49694,0
245,7995464,-91.37131667,29.32966667,0,44061,44675,44633,43601,0,48251,0
246,7995464,-92.45316667,29.32715,0,44019,42025,43716,44945,46501,47754,46896
247,7995464,-91.78691667,29.32658333,0,43262,42833,44657,45351,48791,48628,46776
248,7995464,-92.47886148,29.32576017,0,43802,42147,43811,44407,46088,47755,46494
249,7995464,-92.35726696,29.32113435,0,44310,42438,0,44430,46210,48626,47749
250,7995464,-92.93034891,29.31927022,0,43543,0,43772,43528,45720,46181,47725
251,7995464,-93.40138127,29.3174538,42072,42660,0,43588,43313,45291,45636,46439
252,7995464,-92.24071667,29.31345,0,44554,42240,44282,44090,46440,49145,48079
253,7995464,-93.40516405,29.31342141,42072,42660,0,43588,43313,45291,45636,46439
254,7995464,-92.43368333,29.31255,0,44019,42025,43716,44945,46501,47754,46896
255,7995464,-91.79977365,29.31049516,0,43199,42964,44716,45126,48547,48467,48007
256,7995464,-93.85295,29.30706667,41821,43364,41936,43627,43173,44953,45499,45743
257,7995464,-93.64906222,29.30646035,41755,43192,0,43472,43205,45193,45315,46601
258,7995464,-92.93452241,29.30631979,0,43543,0,43772,43528,45720,46181,47725
259,7995464,-91.62508027,29.29871297,0,43654,43495,45442,45667,49336,50147,48256
260,7995464,-92.37262448,29.29777239,0,44310,42438,0,44430,46210,48626,47749
261,7995464,-91.44686023,29.29625978,0,43829,43991,44755,42360,45560,49694,0
262,7995464,-92.23803333,29.29518333,0,44554,42240,44282,44090,46440,49145,48079
263,7995464,-92.40085794,29.29493034,0,44106,42384,43817,44610,46296,48285,47706
264,7995464,-92.2521,29.29441667,0,44554,42240,44282,44090,46440,49145,48079
265,7995464,-93.6675063,29.29426168,41781,43043,41496,43378,43412,45215,45733,46338
266,7995464,-92.25681667,29.29253333,0,44554,42240,44282,44090,46440,49145,48079
267,7995464,-88.90599966,29.29138371,0,43438,45557,43971,45510,45949,0,0
268,7995464,-92.26013333,29.2909,0,44549,42458,44216,44850,46653,48568,49456
269,7995464,-93.40697502,29.29049703,42334,43078,41593,43486,43402,45227,45232,46848
270,7995464,-92.91881465,29.28968311,0,43622,41733,43235,43586,45505,45950,47710
271,7995464,-92.26283333,29.28945,0,44549,42458,44216,44850,46653,48568,49456
272,7995464,-93.1462,29.28906667,0,43463,0,43593,43160,45257,45404,47461
273,7995464,-92.38691762,29.28841619,0,44086,42711,0,44239,46783,48265,47951
274,7995464,-92.92385785,29.28694057,0,43622,41733,43235,43586,45505,45950,47710
275,7995464,-92.26856667,29.28551667,0,44549,42458,44216,44850,46653,48568,49456
276,7995464,-89.67787258,29.28479797,0,44792,45891,45830,46622,0,46707,48680
277,7995464,-92.27098333,29.28341667,0,44549,42458,44216,44850,46653,48568,49456
278,7995464,-92.24074857,29.28304743,0,44556,42527,44655,45091,47017,48490,49431
279,7995464,-92.40125288,29.28275497,0,44086,42711,0,44239,46783,48265,47951
280,7995464,-91.81891667,29.2807,0,44070,43073,45118,45344,48549,48781,47272
281,7995464,-93.69141947,29.280624,41691,42957,0,43503,43327,45084,45165,46084
282,7995464,-92.27431667,29.28048333,0,44549,42458,44216,44850,46653,48568,49456
283,7995464,-92.23705076,29.28046594,0,44556,42527,44655,45091,47017,48490,49431
284,7995464,-93.67585829,29.28044916,41691,42957,0,43503,43327,45084,45165,46084
285,7995464,-93.65804697,29.28024903,42014,42484,0,43643,43493,45053,45124,46334
286,7995464,-92.21371023,29.27871598,0,44556,42527,44655,45091,47017,48490,49431
287,7995464,-92.92531667,29.27783333,0,43622,41733,43235,43586,45505,45950,47710
288,7995464,-89.79755,29.27656667,0,44485,46867,45839,47714,0,49074,49021
289,7995464,-93.41590472,29.27622653,42334,43078,41593,43486,43402,45227,45232,46848
290,7995464,-92.92796667,29.27226667,0,43622,41733,43235,43586,45505,45950,47710
291,7995464,-92.24465604,29.27183812,0,44556,42527,44655,45091,47017,48490,49431
292,7995464,-92.41109409,29.27028779,0,44086,42711,0,44239,46783,48265,47951
293,7995464,-92.38955567,29.27017635,0,44086,42711,0,44239,46783,48265,47951
294,7995464,-89.6372,29.2695,0,0,0,0,0,0,0,47965
295,7995464,-92.67261074,29.26920806,0,43567,41712,43503,43792,45406,45741,47463
296,7995464,-93.40995629,29.26884807,42334,43078,41593,43486,43402,45227,45232,46848
297,7995464,-92.33713397,29.2683059,0,44309,42418,43462,44420,46710,48568,47734
298,7995464,-92.28141667,29.26818333,0,44549,42458,44216,44850,46653,48568,49456
299,7995464,-89.65623333,29.26781667,0,0,0,0,0,0,0,47965
300,7995464,-92.28537347,29.26736731,0,44549,42458,44216,44850,46653,48568,49456
301,7995464,-89.82163333,29.2662,0,44485,46867,45839,47714,0,49074,49021
302,7995464,-92.67482749,29.26513756,0,43567,41712,43503,43792,45406,45741,47463
303,7995464,-92.3717179,29.2644053,0,44309,42418,43462,44420,46710,48568,47734
304,7995464,-92.91238869,29.26363896,0,43788,0,43815,43810,45314,46120,47839
305,7995464,-88.9015,29.26341667,0,43438,45557,43971,45510,45949,0,0
306,7995464,-93.64475,29.26103333,42014,42484,0,43643,43493,45053,45124,46334
307,7995464,-89.64300927,29.25990027,0,0,0,0,0,0,0,47965
308,7995464,-93.40788333,29.25968333,42334,43078,41593,43486,43402,45227,45232,46848
309,7995464,-92.41690191,29.25956721,0,44090,42249,43570,44626,46820,47548,47788
310,7995464,-91.64586667,29.25908333,0,43743,43209,45009,45626,49581,50005,48566
311,7995464,-92.23707004,29.2589173,0,44556,42527,44655,45091,47017,48490,49431
312,7995464,-92.25126259,29.25820346,0,44549,42458,44216,44850,46653,48568,49456
313,7995464,-92.93566667,29.25768333,0,43622,41733,43235,43586,45505,45950,47710
314,7995464,-94.10941117,29.25676667,41154,42897,41933,43564,42731,44529,45076,44980
315,7995464,-91.30473333,29.25505,0,0,0,0,0,0,0,0
316,7995464,-88.88006386,29.25411606,0,43438,45557,43971,45510,45949,0,0
317,7995464,-92.33606407,29.25287024,0,44309,42418,43462,44420,46710,48568,47734
318,7995464,-92.40331679,29.25237609,0,44086,42711,0,44239,46783,48265,47951
319,7995464,-91.63288699,29.25186509,0,43743,43209,45009,45626,49581,50005,48566
320,7995464,-89.81535,29.25061667,0,44485,46867,45839,47714,0,49074,49021
321,7995464,-92.90913273,29.24986386,0,43711,0,43807,43802,45162,46134,47596
322,7995464,-89.65518189,29.24939492,0,45058,46722,45757,47607,46561,47405,49439
323,7995464,-91.46925,29.24831667,0,43855,44031,44887,44987,45267,0,0
324,7995464,-92.44724098,29.24743314,0,43892,42398,43559,44472,46650,47489,47900
325,7995464,-89.60507743,29.24432342,0,44583,47207,46083,46888,46902,47424,49178
326,7995464,-93.64693643,29.24330228,41946,42804,0,43334,43179,45211,45262,45970
327,7995464,-93.40711667,29.2429,42302,42748,41607,43286,43162,45229,45168,46362
328,7995464,-91.63130832,29.24235122,0,44025,43033,44746,45360,48659,49638,48686
329,7995464,-89.70532323,29.2420839,0,45344,46714,46469,46968,46689,47920,49131
330,7995464,-93.85155,29.24093333,41554,43150,41565,43423,42872,45124,45305,44943
331,7995464,-91.62725,29.24093333,0,44025,43033,44746,45360,48659,49638,48686
332,7995464,-92.24672149,29.23760987,0,44311,42752,43357,45305,47110,49254,48690
333,7995464,-92.33789242,29.23697327,0,43827,42189,43852,44248,46894,48211,48269
334,7995464,-92.33789242,29.23697327,0,43827,42189,43852,44248,46894,48211,48269
335,7995464,-92.40384898,29.23663304,0,43963,42259,0,44433,46850,47685,48321
336,7995464,-91.4843,29.23496667,0,43855,44031,44887,44987,45267,0,0
337,7995464,-92.39772569,29.23488353,0,43963,42259,0,44433,46850,47685,48321
338,7995464,-89.5449,29.23473333,0,44176,46769,46049,45724,46984,46929,49004
339,7995464,-91.3262,29.23385,0,43806,44918,45224,44967,0,49466,0
340,7995464,-92.68993402,29.23271636,0,43959,41665,43971,43521,45394,45934,47986
341,7995464,-89.64001667,29.23225,0,45058,46722,45757,47607,46561,47405,49439
342,7995464,-92.26445764,29.23172793,0,44415,42695,44222,44812,47058,48739,48173
343,7995464,-89.57075,29.2315,0,44176,46769,46049,45724,46984,46929,49004
344,7995464,-92.25148165,29.23080107,0,44415,42695,44222,44812,47058,48739,48173
345,7995464,-92.89829689,29.23001041,0,43711,0,43807,43802,45162,46134,47596
