FID_1,Field1,a_lat,a_lon,Identifyin,Date,Time,Waypoint,Inclinomet,Sighting_S,Observer,Vessel_Sig,Number_Ves,Vessel_Act,Direction_,Associated,Animal_Sig,Number_in_,Species,School_Siz,Behavior,Notes,Line,Notes_1,Notes_Off_,Inbound_Ou,GlareL_Cat,GlareR_Cat,Sun_penetr,Air_Temp_C,Wind_direc,Wind_Speed,Cloud_Cove,location_x,location_y,Id,date_1,time_1,cdom,dist2cdom,chloro,dist2chlor,oxy,dist2oxy,salt,dist2salt,temp,dist2temp,A2011175_c,A2011176_c,A2011177_c,A2011178_c,A2011179_c,A2011180_c,A2011181_c,A2011182_c,A2011175_s,A2011176_s,A2011177_s,A2011178_s,A2011179_s,A2011180_s,A2011181_s,A2011182_s,A2011175_t,A2011176_t,A2011177_t,A2011178_t,A2011179_t,A2011180_t,A2011181_t,A2011182_t,FID_2,centroidID,cent_x,cent_y
52,53,28.427,-93.367,754,6/28/2011,10:46:00,680,90,NA,NA,Shrimp Trawler,1,Anchored,NA,NA,NA,NA,NA,NA,NA,"Exact Mark, Part of circle",NA,NA,Off effort,NA,1,3,NA,NA,NA,NA,1,-64.94,-64.93995,754,6/28/2011,0.448611111,0.23,0.02999614,1.16,0.02999614,2.76,0.02999614,33.35,0.02999614,29.15,0.02999614,0,0,0,0,0,0,0.430449992,0,28.01490784,0,28.88557053,29.07634163,27.90517807,29.70889854,29.53031921,28.43374443,0,0,0,0,0,0,0.063809998,0,183,43,-93.40551667,28.475425
68,69,28.45,-93.437,756,6/28/2011,10:47:03,682,90,NA,NA,Shrimp Trawler,1,Transiting,W,NA,NA,NA,NA,NA,NA,"Exact Mark, Still Circling Shrimpers",NA,NA,Off effort,NA,1,3,NA,NA,NA,NA,1,-64.9878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183,44,-93.40551667,28.475425
69,70,28.45,-93.411,907,6/29/2011,12:00:04,117,16,R,KC,Shrimp Trawler,1,Anchored,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,I,1,3,NA,NA,NA,NA,2,-64.9616,-64.96157861,907,6/29/2011,0.500046296,0.25,0.03733006,1.16,0.03733006,2.83,0.03733006,32.98,0.03733006,29.12,0.03733006,0,0,0,0,0,0,0.302870005,0,27.85425949,0,28.83823586,29.03546333,28.09523392,29.65582657,29.53534126,28.82532692,0,0,0,0,0,0,0.05094,0,183,45,-93.40551667,28.475425
72,73,28.456,-93.394,908,6/29/2011,12:00:05,118,4,R,KC,Shrimp Trawler,2,Transiting,WSW,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,I,1,3,NA,NA,NA,NA,2,-64.9386,-64.93857875,908,6/29/2011,0.50005787,0.25,0.02020891,1.16,0.02020891,2.83,0.02020891,32.98,0.02020891,29.12,0.02020891,0,0,0,0,0,0,0.302870005,0,27.85425949,0,28.83823586,29.03546333,28.09523392,29.65582657,29.53534126,28.82532692,0,0,0,0,0,0,0.05094,0,183,46,-93.40551667,28.475425
94,95,28.489,-93.374,910,6/29/2011,12:01:05,120,2,R,KC,Shrimp Trawler,1,Anchored,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,I,1,3,NA,NA,NA,NA,2,-64.8859,-64.88585653,910,6/29/2011,0.500752315,0.25,0.01943323,1.16,0.01943323,2.83,0.01943323,32.98,0.01943323,29.12,0.01943323,0,0,0,0,0,0,0.660520017,0,28.08304024,0,28.88557053,29.11220169,28.10599136,29.67304039,29.63861465,29.02470398,0,0,0,0,0,0,0.082369998,0,183,47,-93.40551667,28.475425
95,96,28.49,-93.41,911,6/29/2011,12:02:00,121,9,R,KC,Shrimp Trawler,1,Anchored,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,I,1,3,NA,NA,NA,NA,2,-64.9193,-64.91929833,911,6/29/2011,0.501388889,0.25,0.03595136,1.16,0.03595136,2.83,0.03595136,32.98,0.03595136,29.12,0.03595136,0,0,0,0,0,0,0.48089999,0,27.96757317,0,28.96804619,29.19324303,28.32401466,29.71822166,29.60921097,29.15810204,0,0,0,0,0,0,0.068439998,0,183,48,-93.40551667,28.475425
98,99,28.492,-93.494,757,6/28/2011,10:49:00,683,90,NA,NA,Shrimp Trawler,1,Transiting,SE,NA,NA,NA,NA,NA,NA,Exact Mark,NA,NA,Off effort,NA,1,3,NA,NA,NA,NA,1,-65.0017,-65.00165,757,6/28/2011,0.450694444,0.26,0.03433746,1.16,0.03433746,2.78,0.03433746,32.93,0.03433746,29.1,0.03433746,0,0,0,0,0.815880001,0,0.501929998,0,28.01490784,0,28.94581413,28.92286491,28.33764076,29.68666649,29.52386475,28.40864372,0,0,0,0,0.093199998,0,0.070500001,0,183,49,-93.40551667,28.475425
100,101,28.497,-93.325,751,6/28/2011,10:43:05,677,75,NA,NA,Shrimp Trawler,2,Anchored,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Off effort,I,1,3,NA,NA,NA,NA,1,-64.8273,-64.82728334,751,6/28/2011,0.446585648,0.25,0.03086078,1.16,0.03086078,2.86,0.03086078,33,0.03086078,29.13,0.03086078,0,0,0,0,0,0,0.82209003,0,28.19348717,0,28.77153778,29.11363602,28.09021187,29.84157753,29.52027893,28.3778038,0,0,0,0,0,0,0.093330003,0,183,50,-93.40551667,28.475425
108,109,28.506,-93.429,913,6/29/2011,12:02:03,123,7,L,LB,Shrimp Trawler,1,Transiting,SE,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,I,1,3,NA,NA,NA,NA,2,-64.9225,-64.9224968,913,6/29/2011,0.501423611,0.27,0.03978147,1.16,0.03978147,2.88,0.03978147,32.58,0.03978147,29.08,0.03978147,0,0,0,0,0,0,0.71122998,0,28.00917053,0,29.02255249,29.14088821,28.23293304,29.70818138,29.62785721,29.24990082,0,0,0,0,0,0,0.08568,0,183,51,-93.40551667,28.475425
109,110,28.508,-93.42,914,6/29/2011,12:02:03,124,19,L,LB,Shrimp Trawler,2,Anchored,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,I,1,3,NA,NA,NA,NA,2,-64.9125,-64.91244295,914,6/29/2011,0.501423611,0.27,0.04363946,1.16,0.04363946,2.88,0.04363946,32.58,0.04363946,29.08,0.04363946,0,0,0,0,0,0,0.71122998,0,28.00917053,0,29.02255249,29.14088821,28.23293304,29.70818138,29.62785721,29.24990082,0,0,0,0,0,0,0.08568,0,183,52,-93.40551667,28.475425
111,112,28.512,-93.415,915,6/29/2011,12:02:04,125,85,L,LB,Shrimp Trawler,1,Anchored,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,I,1,3,NA,NA,NA,NA,2,-64.903,-64.90298193,915,6/29/2011,0.501435185,0.27,0.04478455,1.16,0.04478455,2.9,0.04478455,32.6,0.04478455,29.09,0.04478455,0,0,0,0,0,0,0.916379988,0,28.18488121,0,28.95872307,29.10072708,28.14902115,29.66730309,29.61207962,29.02398682,0,0,0,0,0,0,0.099289998,0,183,53,-93.40551667,28.475425
114,115,28.515,-93.443,916,6/29/2011,12:02:04,125,3,L,LB,Shrimp Trawler,1,Anchored,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,I,1,3,NA,NA,NA,NA,2,-64.928,-64.92800596,916,6/29/2011,0.501435185,0.27,0.0259898,1.16,0.0259898,2.88,0.0259898,32.58,0.0259898,29.08,0.0259898,0,0,0,0,0,0,0.71122998,0,28.00917053,0,29.02255249,29.14088821,28.23293304,29.70818138,29.62785721,29.24990082,0,0,0,0,0,0,0.08568,0,183,54,-93.40551667,28.475425
128,129,28.537,-93.402,917,6/29/2011,12:03:03,126,8,R,KC,Shrimp Trawler,1,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,I,1,3,NA,NA,NA,NA,2,-64.8649,-64.86489859,917,6/29/2011,0.502118056,0.27,0.02231594,1.16,0.02231594,2.9,0.02231594,32.6,0.02231594,29.09,0.02231594,0,0,0,0,0,0,0.916379988,0,28.18488121,0,28.95872307,29.10072708,28.14902115,29.66730309,29.61207962,29.02398682,0,0,0,0,0,0,0.099289998,0,183,55,-93.40551667,28.475425
121,122,28.527,-93.3,749,6/28/2011,10:42:04,675,10,R,KC,Shrimp Trawler,3,Anchored,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Off effort,NA,1,3,NA,NA,NA,NA,1,-64.7735,-64.77345652,749,6/28/2011,0.44587963,0.27,0.01669469,1.16,0.01669469,2.93,0.01669469,32.63,0.01669469,29.1,0.01669469,0,0,0,0,0,0,1.149359941,0,28.32975197,0,28.83751869,29.16383934,28.09236336,29.79065895,29.66658592,28.44737053,0,0,0,0,0,0,0.113619998,0,184,56,-93.20795,28.475425
130,131,28.539,-93.302,748,6/28/2011,10:42:02,674,10,R,KC,Shrimp Trawler,6,Anchored,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Off effort,NA,1,3,NA,NA,NA,NA,1,-64.7628,-64.76285652,748,6/28/2011,0.445856481,0.27,0.00856884,1.16,0.00856884,2.93,0.00856884,32.63,0.00856884,29.1,0.00856884,0,0,0,0,0,0,1.149359941,0,28.32975197,0,28.83751869,29.16383934,28.09236336,29.79065895,29.66658592,28.44737053,0,0,0,0,0,0,0.113619998,0,184,57,-93.20795,28.475425
92,93,28.488,-92.971,1591,7/1/2011,10:01:00,151,7,R,LB,Shrimp Trawler,1,Anchored,NA,NA,NA,NA,NA,NA,NA,On the cross,NA,On the cross,NA,C,1,1,NA,NA,NA,NA,2,-64.4823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,58,-93.01038333,28.475425
104,105,28.503,-92.988,1589,7/1/2011,10:00:03,149,90,R,LB,Shrimp Trawler,1,Trawling,NE,NA,NA,NA,NA,NA,NA,Exact Mark,19,NA,NA,O,3,1,NA,NA,NA,NA,2,-64.4849,-64.48488334,1589,7/1/2011,0.416701389,0.25,0.04296791,1.16,0.04296791,3,0.04296791,33.13,0.04296791,29.19,0.04296791,0,0,0,0,0,0,1.06298995,0,28.01921082,0,28.80452919,28.68404198,28.18990135,29.52027893,29.63431168,0,0,0,0,0,0,0,0.108439997,0,185,59,-93.01038333,28.475425
119,120,28.522,-92.996,1588,7/1/2011,9:59:49,148,18,R,LB,Shrimp Trawler,1,Transiting,S,NA,NA,NA,NA,NA,NA,"End of 19, 10 miles short",19,NA,NA,O,3,1,NA,NA,NA,NA,2,-64.4738,-64.47377257,1588,7/1/2011,0.416539352,0.27,0.0380786,1.16,0.0380786,3.04,0.0380786,32.73,0.0380786,29.15,0.0380786,0,0,0,0,0,0,1.06298995,0,28.01921082,0,28.80452919,28.68404198,28.18990135,29.52027893,29.63431168,0,0,0,0,0,0,0,0.108439997,0,185,60,-93.01038333,28.475425
123,124,28.532,-92.965,730,6/28/2011,10:30:01,656,4,L,LB,Shrimp Trawler,1,Trawling,SE,Unknown,NA,NA,NA,NA,NA,NA,19,NA,NA,O,3,1,NA,NA,NA,NA,1,-64.4326,-64.43254644,730,6/28/2011,0.437511574,0.27,0.00909269,1.16,0.00909269,3.07,0.00909269,32.75,0.00909269,29.16,0.00909269,0,0,0,0,0,0,1.06298995,0,28.01921082,0,28.80452919,28.68404198,28.18990135,29.52027893,29.63431168,0,0,0,0,0,0,0,0.108439997,0,185,61,-93.01038333,28.475425
63,64,28.445,-92.737,1700,7/1/2011,11:23:05,251,5,L,CW,Shrimp Trawler,1,Anchored,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,O,3,2,NA,NA,NA,NA,1,-64.2926,-64.292559,1700,7/1/2011,0.474363426,0.25,0.02817008,1.16,0.02817008,3.08,0.02817008,33.2,0.02817008,29.23,0.02817008,0,0,0,0,0,0,0.466309994,0,27.95179558,0,28.93003654,28.91856194,27.76747894,29.64435196,29.52027893,28.97737122,0,0,0,0,0,0,0.067560002,0,186,62,-92.81281667,28.475425
64,65,28.446,-92.742,1699,7/1/2011,11:23:05,251,7,L,CW,Shrimp Trawler,1,Anchored,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,O,3,2,NA,NA,NA,NA,1,-64.2956,-64.29556518,1699,7/1/2011,0.474363426,0.25,0.02541432,1.16,0.02541432,3.08,0.02541432,33.2,0.02541432,29.23,0.02541432,0,0,0,0,0,0,0.466309994,0,27.95179558,0,28.93003654,28.91856194,27.76747894,29.64435196,29.52027893,28.97737122,0,0,0,0,0,0,0.067560002,0,186,63,-92.81281667,28.475425
89,90,28.484,-92.726,1698,7/1/2011,11:22:03,250,8,L,CW,Shrimp Trawler,1,Anchored,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,O,3,2,NA,NA,NA,NA,1,-64.2423,-64.24231077,1698,7/1/2011,0.473645833,0.25,0.02747551,1.16,0.02747551,3.08,0.02747551,33.2,0.02747551,29.23,0.02747551,0,0,0,0,0,0,0.701789975,0,27.92884636,0,28.93792534,28.70125389,28.02423096,29.52601624,29.64220047,28.89991379,0,0,0,0,0,0,0.0854,0,186,64,-92.81281667,28.475425
101,102,28.497,-92.909,1595,7/1/2011,10:02:05,155,57,L,CW,Shrimp Trawler,1,Anchored,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,1,1,NA,NA,NA,NA,2,-64.4115,-64.41151384,1595,7/1/2011,0.418113426,0.25,0.03318206,1.16,0.03318206,3.02,0.03318206,33.15,0.03318206,29.2,0.03318206,0,0,0,0,0,0,1.067430019,0,27.90589523,0,28.90421677,28.85903549,27.99984741,29.46290398,29.63144302,29.22264862,0,0,0,0,0,0,0.108649999,0,186,65,-92.81281667,28.475425
105,106,28.503,-92.902,1596,7/1/2011,10:03:00,156,14,L,CW,Shrimp Trawler,1,Anchored,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,1,1,NA,NA,NA,NA,2,-64.3994,-64.39932869,1596,7/1/2011,0.41875,0.25,0.03512693,1.16,0.03512693,3.02,0.03512693,33.15,0.03512693,29.2,0.03512693,0,0,0,0,0,0,1.165420055,0,0,0,28.77082062,28.87911606,28.17770958,29.73973846,29.69598961,29.85520554,0,0,0,0,0,0,0.114529997,0,186,66,-92.81281667,28.475425
110,111,28.508,-92.871,1598,7/1/2011,10:04:00,158,9,L,CW,Shrimp Trawler,1,Anchored,NA,NA,NA,NA,NA,NA,NA,Near end of cross,NA,NA,NA,C,1,1,NA,NA,NA,NA,2,-64.3633,-64.36329685,1598,7/1/2011,0.419444444,0.27,0.03763446,1.16,0.03763446,3.1,0.03763446,32.78,0.03763446,29.17,0.03763446,0,0,0,0,0,0,1.165420055,0,0,0,28.77082062,28.87911606,28.17770958,29.73973846,29.69598961,29.85520554,0,0,0,0,0,0,0.114529997,0,186,67,-92.81281667,28.475425
59,60,28.438,-92.476,1721,7/1/2011,11:34:02,272,18,L,CW,Shrimp Trawler,1,Stationary,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,I,1,3,NA,NA,NA,NA,1,-64.038,-64.03802849,1721,7/1/2011,0.481967593,0.24,0.03290968,1.16,0.03290968,3.19,0.03290968,33.3,0.03290968,29.27,0.03290968,0,0,0,0,0,0,0.578209996,0,0,0,28.85473251,28.80381203,27.97331238,29.69312096,29.65510941,29.44999504,0,0,0,0,0,0,0.07666,0,188,68,-92.41768333,28.475425
46,47,28.419,-92.128,980,6/29/2011,2:19:07,188,55,L,LB,Shrimp Trawler,1,Anchored,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,2,2,NA,NA,NA,NA,1,-63.7084,-63.7083531,980,6/29/2011,0.096608796,0.22,0.02090274,1.15,0.02090274,3.26,0.02090274,33.8,0.02090274,29.36,0.02090274,0,0,0,0,0,0,0.510940015,0,0,0,28.82819557,28.65320206,27.94103813,29.68164635,29.96851921,30.35364914,0,0,0,0,0,0,0.071369998,0,189,69,-92.22011667,28.475425
49,50,28.424,-92.183,979,6/29/2011,2:17:18,187,11,L,LB,Shrimp Trawler,1,Stationary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,2,2,NA,NA,NA,NA,1,-63.7586,-63.7585776,979,6/29/2011,0.095347222,0.22,0.02524939,1.15,0.02524939,3.23,0.02524939,33.78,0.02524939,29.35,0.02524939,0,0.369729996,0,0,0,0,0.611299992,0,0,0,28.92071342,28.79377174,28.03929329,29.82723427,29.90110397,30.06031799,0,0.059020001,0,0,0,0,0.079109997,0,189,70,-92.22011667,28.475425
60,61,28.438,-92.132,981,6/29/2011,2:19:21,189,3,L,LB,Shrimp Trawler,1,Anchored,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,2,2,NA,NA,NA,NA,1,-63.694,-63.69396855,981,6/29/2011,0.096770833,0.24,0.03394223,1.16,0.03394223,3.33,0.03394223,33.43,0.03394223,29.33,0.03394223,0,0,0,0,0,0,0.510940015,0,0,0,28.82819557,28.65320206,27.94103813,29.68164635,29.96851921,30.35364914,0,0,0,0,0,0,0.071369998,0,189,71,-92.22011667,28.475425
81,82,28.468,-92.311,974,6/29/2011,2:10:46,182,55,L,LB,Shrimp Trawler,1,Trawling,E,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,O,2,2,NA,NA,NA,NA,1,-63.8438,-63.84384519,974,6/29/2011,0.090810185,0.24,0.01873646,1.16,0.01873646,3.25,0.01873646,33.35,0.01873646,29.3,0.01873646,0,0.566320002,0,0,0,0,0.547479987,0,0,0,29.03976631,28.87481308,28.34911728,29.73471832,29.75766754,29.62498856,0,0.075800002,0,0,0,0,0.074359998,0,189,72,-92.22011667,28.475425
96,97,28.491,-92.141,1204,6/30/2011,9:23:52,404,1,L,LB,Shrimp Trawler,1,Trawling,E,NA,NA,NA,NA,NA,NA,NA,Z8,NA,NA,I,1,3,NA,NA,NA,NA,1,-63.6506,-63.65056667,1204,6/30/2011,0.391574074,0.24,0.02941052,1.16,0.02941052,3.33,0.02941052,33.43,0.02941052,29.33,0.02941052,0,0.327030003,0,0,0,0,0.478269994,0,0,0,29.01251221,28.80596352,28.23006439,29.64865494,30.00294495,30.58530045,0,0.05703,0,0,0,0,0.068669997,0,189,73,-92.22011667,28.475425
97,98,28.491,-92.141,1204,6/30/2011,9:23:52,404,1,L,LB,Shrimp Trawler,1,Trawling,E,NA,NA,NA,NA,NA,NA,NA,Z8,NA,NA,I,1,3,NA,NA,NA,NA,1,-63.6506,-63.65056667,1204,6/30/2011,0.391574074,0.24,0.02941052,1.16,0.02941052,3.33,0.02941052,33.43,0.02941052,29.33,0.02941052,0,0.327030003,0,0,0,0,0.478269994,0,0,0,29.01251221,28.80596352,28.23006439,29.64865494,30.00294495,30.58530045,0,0.05703,0,0,0,0,0.068669997,0,189,74,-92.22011667,28.475425
131,132,28.54,-92.31,972,6/29/2011,2:08:41,180,2,R,KC,Shrimp Trawler,1,Anchored,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,O,1,2,NA,NA,NA,NA,1,-63.7698,-63.76972673,972,6/29/2011,0.089363426,0.26,0.02004126,1.16,0.02004126,3.32,0.02004126,32.98,0.02004126,29.27,0.02004126,0,0.544860005,0,0,0,0,0.592559993,0,27.93243217,0,29.02326965,28.8705101,28.4401989,29.68236351,29.72898102,30.47987366,0,0.075520001,0,0,0,0,0.077710003,0,189,75,-92.22011667,28.475425
43,44,28.413,-92.099,597,6/27/2011,12:00:02,523,4,L,CW,Shrimp Trawler,1,Stationary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,1,1,NA,NA,NA,NA,2,-63.6856,-63.68565131,597,6/27/2011,0.500023148,0.22,0.02488229,1.15,0.02488229,3.26,0.02488229,33.8,0.02488229,29.36,0.02488229,0,0,0,0,0,0,0.501739979,0,0,0,28.6037178,28.64889908,27.94534111,29.49732971,29.67160606,30.37229538,0,0,0,0,0,0,0.070660003,0,190,76,-92.02255,28.475425
45,46,28.415,-92.103,1199,6/30/2011,9:22:03,399,1,L,LB,Shrimp Trawler,10,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,Z8,NA,NA,I,1,3,NA,NA,NA,NA,1,-63.6886,-63.6886,1199,6/30/2011,0.3903125,0.22,0.02226732,1.15,0.02226732,3.26,0.02226732,33.8,0.02226732,29.36,0.02226732,0,0,0,0,0,0,0.501739979,0,0,0,28.6037178,28.64889908,27.94534111,29.49732971,29.67160606,30.37229538,0,0,0,0,0,0,0.070660003,0,190,77,-92.02255,28.475425
48,49,28.423,-92.107,982,6/29/2011,2:19:47,190,20,R,KC,Shrimp Trawler,1,Anchored,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,2,2,NA,NA,NA,NA,1,-63.684,-63.68399285,982,6/29/2011,0.097071759,0.22,0.02630979,1.15,0.02630979,3.26,0.02630979,33.8,0.02630979,29.36,0.02630979,0,0,0,0,0,0,0.447349995,0,0,0,28.77655792,28.75719452,28.03140259,29.6163826,29.85448837,30.35723495,0,0,0,0,0,0,0.066019997,0,190,78,-92.02255,28.475425
51,52,28.425,-92.077,494,6/27/2011,9:41:32,433,1,L,CW,Shrimp Trawler,1,Anchored,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,I,1,3,NA,NA,NA,NA,1,-63.6515,-63.65156667,494,6/27/2011,0.403842593,0.22,0.03714748,1.15,0.03714748,3.28,0.03714748,33.83,0.03714748,29.38,0.03714748,0,0,0,0,0,0,0.45291999,0,0,0,28.63312149,28.90780449,28.14973831,29.49159241,29.83655739,30.49493408,0,0,0,0,0,0,0.066550002,0,190,79,-92.02255,28.475425
54,55,28.429,-92.102,598,6/27/2011,12:00:04,524,7,L,CW,Shrimp Trawler,1,Stationary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,1,1,NA,NA,NA,NA,2,-63.6726,-63.67266267,598,6/27/2011,0.500046296,0.22,0.0343927,1.15,0.0343927,3.26,0.0343927,33.8,0.0343927,29.36,0.0343927,0,0,0,0,0,0,0.447349995,0,0,0,28.77655792,28.75719452,28.03140259,29.6163826,29.85448837,30.35723495,0,0,0,0,0,0,0.066019997,0,190,80,-92.02255,28.475425
73,74,28.457,-92.081,984,6/29/2011,2:21:14,192,8,R,KC,Shrimp Trawler,1,Anchored,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,I,1,2,NA,NA,NA,NA,1,-63.6242,-63.62418771,984,6/29/2011,0.098078704,0.24,0.0338866,1.16,0.0338866,3.36,0.0338866,33.45,0.0338866,29.34,0.0338866,0,0,0,0,0,0,0.45291999,0,0,0,28.63312149,28.90780449,28.14973831,29.49159241,29.83655739,30.49493408,0,0,0,0,0,0,0.066550002,0,190,81,-92.02255,28.475425
85,86,28.476,-92.07,986,6/29/2011,2:21:54,194,9,R,KC,Shrimp Trawler,1,Anchored,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,I,2,2,NA,NA,NA,NA,1,-63.5941,-63.59418743,986,6/29/2011,0.098541667,0.24,0.0206354,1.16,0.0206354,3.36,0.0206354,33.45,0.0206354,29.34,0.0206354,0,0.325500011,0,0,0,0,0.428519994,0,0,0,28.96159172,28.66826439,28.05507088,29.51023865,29.90612411,30.33285141,0,0.058079999,0,0,0,0,0.064379998,0,190,82,-92.02255,28.475425
125,126,28.536,-92.051,601,6/27/2011,12:03:02,527,16,L,CW,Shrimp Trawler,1,Transiting,W,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,I,1,3,NA,NA,NA,NA,2,-63.515,-63.51501007,601,6/27/2011,0.502106481,0.26,0.00425773,1.16,0.00425773,3.43,0.00425773,33.08,0.00425773,29.31,0.00425773,0,0.358429998,0,0,0,0,0.439949989,0,0,0,28.91784477,28.79018593,28.30895424,29.17603111,30.13275528,30.94747925,0,0.05993,0,0,0,0,0.065240003,0,190,83,-92.02255,28.475425
44,45,28.413,-91.612,561,6/27/2011,11:01:04,488,8,L,CW,Shrimp Trawler,1,Trawling,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,1,1,NA,NA,NA,NA,1,-63.1996,-63.19950141,561,6/27/2011,0.459074074,0.21,0.02187707,1.15,0.02187707,3.45,0.02187707,33.98,0.02187707,29.45,0.02187707,0,0,0,0,0,0,0.223550007,0,28.30823708,0,28.70268822,28.58004951,0,28.1518898,29.85663986,30.70650482,0,0,0,0,0,0,0.04087,0,192,84,-91.62741667,28.475425
70,71,28.451,-91.63,562,6/27/2011,11:02:02,489,3,L,CW,Shrimp Trawler,1,Transiting,S,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,I,1,3,NA,NA,NA,NA,1,-63.1791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,192,85,-91.62741667,28.475425
120,121,28.525,-91.603,1402,6/30/2011,12:29:05,593,4,L,LB,Shrimp Trawler,1,Transiting,E,NA,NA,NA,NA,NA,NA,Nets up,12,NA,NA,I,2,2,NA,NA,NA,NA,1,-63.0782,-63.07823093,1402,6/30/2011,0.520196759,0.25,0.03041055,1.16,0.03041055,3.6,0.03041055,33.23,0.03041055,29.38,0.03041055,0,0,0,0,0,0,0.669279993,1.136029959,28.6503334,0,29.00390625,28.91641045,28.21500206,28.23723602,30.30631256,31.02493286,0,0,0,0,0,0,0.083230004,0.115060002,192,86,-91.62741667,28.475425
53,54,28.427,-91.5,558,6/27/2011,10:58:05,485,11,R,LB,Shrimp Trawler,1,Anchored,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,1,1,NA,NA,NA,NA,1,-63.0728,-63.07289427,558,6/27/2011,0.457002315,0.21,0.02843881,1.15,0.02843881,3.51,0.02843881,34.03,0.02843881,29.47,0.02843881,0,0.17791,0,0,0,0,0.383430004,0.453229994,28.55136299,0,28.70197105,28.89561081,0,29.53534126,30.43971252,31.21498871,0,0.043540001,0,0,0,0,0.058770001,0.066600002,193,87,-91.42985,28.475425
74,75,28.458,-91.229,1188,6/30/2011,9:17:20,388,15,L,LB,Shrimp Trawler,1,Trawling,E,NA,NA,NA,NA,NA,NA,NA,Z7,NA,NA,O,3,1,NA,NA,NA,NA,1,-62.7709,-62.77082953,1188,6/30/2011,0.387037037,0.23,0.02233528,1.16,0.02233528,3.69,0.02233528,33.75,0.02233528,29.49,0.02233528,0,0.448020011,0,0,2.495609999,0,0,0,28.69623375,0,28.74285126,29.29006386,29.06917,29.73113251,0,31.52983093,0,0.077260002,0,0,0.189999998,0,0,0,194,88,-91.23228333,28.475425
83,84,28.472,-91.223,1189,6/30/2011,9:17:45,389,4,R,CW,Shrimp Trawler,1,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,Z8,NA,NA,I,1,3,NA,NA,NA,NA,1,-62.7514,-62.75148202,1189,6/30/2011,0.387326389,0.23,0.01325422,1.16,0.01325422,3.69,0.01325422,33.75,0.01325422,29.49,0.01325422,0,0.534380019,0,0,0,0,0,0,29.07634163,0,28.9931488,29.29078102,28.60515213,29.49230957,0,30.20590973,0,0.08416,0,0,0,0,0,0,194,89,-91.23228333,28.475425
